trade_date,direction,signal_candle_time,signal_candle_open,signal_candle_high,signal_candle_low,signal_candle_close,signal_candle_vwap,entry_candle_time,entry_candle_open,entry_candle_high,entry_candle_low,entry_candle_close,entry_time,entry_price,stop_loss,initial_risk,target,target_r,mfe,mae,mfe_r,mae_r,exit_candle_time,exit_candle_open,exit_candle_high,exit_candle_low,exit_candle_close,exit_time,exit_price,exit_reason,same_candle_ambiguous,gross_pnl,costs,net_pnl
2026-07-10,SELL,2026-07-10 09:30:00+05:30,1071.5,1071.8,1065.5,1066.2,1078.624983660407,2026-07-10 09:35:00+05:30,1065.7,1069.3,1064.7,1068.1,2026-07-10 09:35:00+05:30,1065.16715,1071.8,6.632849999999962,1051.90145,2.0,0.4671499999999469,7.832850000000008,0.07042975493188441,1.1809177050589192,2026-07-10 09:45:00+05:30,1068.6,1073.0,1068.1,1070.5,2026-07-10 09:45:00+05:30,1072.3359,STOP_LOSS,False,-7.1687500000000455,2.1375030500000003,-9.306253050000045
2026-07-10,SELL,2026-07-10 09:50:00+05:30,1070.2,1070.9,1068.2,1068.7,1076.1468984261799,2026-07-10 09:55:00+05:30,1068.7,1069.9,1066.0,1069.6,2026-07-10 09:55:00+05:30,1068.1656500000001,1070.9,2.7343499999999494,1062.6969500000002,2.0,2.1656500000001415,3.134349999999813,0.7920163841498643,1.1462870517672832,2026-07-10 10:15:00+05:30,1069.3,1071.3,1069.2,1070.3,2026-07-10 10:15:00+05:30,1071.4354500000002,STOP_LOSS,False,-3.269800000000032,2.1396011,-5.409401100000032
2026-07-10,SELL,2026-07-10 10:20:00+05:30,1070.1,1070.3,1067.8,1068.5,1074.7155146195332,2026-07-10 10:25:00+05:30,1068.3,1070.5,1068.0,1070.1,2026-07-10 10:25:00+05:30,1067.76585,1070.3,2.534149999999954,1062.69755,2.0,0.0,2.7341499999999996,0.0,1.078921926484245,2026-07-10 10:25:00+05:30,1068.3,1070.5,1068.0,1070.1,2026-07-10 10:25:00+05:30,1070.8351499999999,STOP_LOSS,False,-3.0692999999998847,2.1386009999999995,-5.207900999999884
2026-07-10,SELL,2026-07-10 10:30:00+05:30,1070.1,1070.4,1066.4,1067.9,1074.392892976523,2026-07-10 10:35:00+05:30,1067.5,1068.0,1067.0,1068.0,2026-07-10 10:35:00+05:30,1066.96625,1070.4,3.4337500000001455,1060.0987499999997,2.0,0.0,6.833750000000009,0.0,1.9901710957407264,2026-07-10 10:40:00+05:30,1067.7,1073.8,1067.7,1073.2,2026-07-10 10:40:00+05:30,1070.9352000000001,STOP_LOSS,False,-3.968950000000177,2.13790145,-6.106851450000177
2026-07-10,SELL,2026-07-10 11:50:00+05:30,1073.7,1073.7,1067.2,1067.9,1073.4265621860222,2026-07-10 11:55:00+05:30,1067.9,1069.2,1066.5,1067.7,2026-07-10 11:55:00+05:30,1067.36605,1073.7,6.333949999999959,1054.6981500000002,2.0,0.8660500000000866,6.433949999999868,0.13673142351930348,1.0157879364377536,2026-07-10 13:10:00+05:30,1072.8,1073.8,1072.3,1073.5,2026-07-10 13:10:00+05:30,1074.23685,STOP_LOSS,False,-6.870799999999917,2.1416029,-9.012402899999918
2026-07-10,SELL,2026-07-10 14:45:00+05:30,1069.2,1069.3,1068.2,1068.2,1072.5130605778008,2026-07-10 14:50:00+05:30,1068.5,1068.5,1067.0,1067.6,2026-07-10 14:50:00+05:30,1067.96575,1069.3,1.3342499999998836,1065.2972500000003,2.0,2.465750000000071,0.6342499999998381,1.8480419711450524,0.47536068952587107,2026-07-10 15:05:00+05:30,1065.5,1068.6,1065.5,1068.1,2026-07-10 15:05:00+05:30,1068.499732875,STOP_LOSS,False,-0.5339828749999924,2.136465482875,-2.6704483578749922
2026-07-13,BUY,2026-07-13 10:40:00+05:30,1072.3,1075.8,1070.5,1075.4,1068.240235557996,2026-07-13 10:45:00+05:30,1075.0,1081.4,1074.9,1080.4,2026-07-13 10:45:00+05:30,1075.5375,1070.5,5.037499999999909,1085.6124999999997,2.0,10.362500000000182,0.6374999999998181,2.05707196029784,0.12655086848631852,2026-07-13 11:10:00+05:30,1081.0,1085.9,1080.7,1084.8,2026-07-13 11:10:00+05:30,1085.0696937499997,TARGET,False,9.532193749999806,2.1606071937499998,7.371586556249806
2026-07-14,SELL,2026-07-14 09:30:00+05:30,1106.3,1106.7,1101.4,1101.8,1106.198158030251,2026-07-14 09:35:00+05:30,1102.3,1102.6,1098.0,1101.5,2026-07-14 09:35:00+05:30,1101.74885,1106.7,4.951150000000098,1091.8465499999998,2.0,10.048849999999902,0.8511499999999614,2.029599184027893,0.17190955636568164,2026-07-14 10:15:00+05:30,1095.2,1095.7,1091.7,1093.2,2026-07-14 10:15:00+05:30,1092.3924732749997,TARGET,False,9.356376725000246,2.1941413232749998,7.162235401725246
2026-07-14,SELL,2026-07-14 10:40:00+05:30,1104.7,1105.0,1100.2,1100.2,1103.2271135258811,2026-07-14 10:45:00+05:30,1100.2,1101.0,1096.5,1099.2,2026-07-14 10:45:00+05:30,1099.6499000000001,1105.0,5.350099999999884,1088.9497000000003,2.0,9.649900000000116,4.050099999999929,1.803685912412913,0.7570138875908894,2026-07-14 13:55:00+05:30,1094.7,1096.3,1094.0,1095.2,2026-07-14 13:55:00+05:30,1096.3193142857142,STOP_LOSS,False,3.3305857142859168,2.1959692142857143,1.1346165000002024
2026-07-16,SELL,2026-07-16 15:20:00+05:30,1081.2,1081.6,1080.3,1080.7,1088.482382816641,2026-07-16 15:25:00+05:30,1080.6,1085.6,1077.9,1085.0,2026-07-16 15:25:00+05:30,1080.0597,1081.6,1.5402999999998883,1076.9791000000002,2.0,2.15969999999993,5.540299999999888,1.4021294553009716,3.5968967084336105,2026-07-16 15:25:00+05:30,1080.6,1085.6,1077.9,1085.0,2026-07-16 15:25:00+05:30,1082.1408,STOP_LOSS,False,-2.0810999999998785,2.1622005,-4.2433004999998785
2026-07-17,SELL,2026-07-17 09:30:00+05:30,1105.0,1105.1,1100.3,1101.5,1109.167311309693,2026-07-17 09:35:00+05:30,1102.0,1109.3,1101.3,1104.3,2026-07-17 09:35:00+05:30,1101.449,1105.1,3.65099999999984,1094.1470000000004,2.0,0.1490000000001146,7.850999999999885,0.0408107367844758,2.1503697617091837,2026-07-17 09:35:00+05:30,1102.0,1109.3,1101.3,1104.3,2026-07-17 09:35:00+05:30,1105.65255,STOP_LOSS,False,-4.20354999999995,2.2071015500000004,-6.410651549999951
2026-07-17,SELL,2026-07-17 09:40:00+05:30,1104.3,1105.9,1103.6,1103.6,1108.4127136764475,2026-07-17 09:45:00+05:30,1104.5,1104.5,1097.5,1098.1,2026-07-17 09:45:00+05:30,1103.94775,1105.9,1.9522500000000491,1100.04325,2.0,6.447750000000042,0.5522499999999582,3.302727621974583,0.282878729670864,2026-07-17 09:45:00+05:30,1104.5,1104.5,1097.5,1098.1,2026-07-17 09:45:00+05:30,1100.593271625,TARGET,False,3.354478375000099,2.2045410216250003,1.1499373533750985
2026-07-20,SELL,2026-07-20 10:10:00+05:30,1091.9,1093.0,1090.0,1090.4,1095.7049827638077,2026-07-20 10:15:00+05:30,1090.5,1092.0,1089.2,1090.8,2026-07-20 10:15:00+05:30,1089.95475,1093.0,3.0452499999998963,1083.8642500000003,2.0,0.7547500000000582,3.845249999999851,0.24784500451525618,1.2627042114768843,2026-07-20 10:20:00+05:30,1090.8,1093.8,1090.8,1093.5,2026-07-20 10:20:00+05:30,1093.5465,STOP_LOSS,False,-3.59174999999982,2.1835012500000004,-5.775251249999821
2026-07-20,SELL,2026-07-20 11:40:00+05:30,1091.9,1091.9,1090.5,1090.6,1094.578709210138,2026-07-20 11:45:00+05:30,1090.6,1091.7,1090.5,1090.5,2026-07-20 11:45:00+05:30,1090.0547,1091.9,1.8453000000001794,1086.3640999999996,2.0,4.754699999999957,1.6453000000001339,2.5766542025684145,0.8916165393160862,2026-07-20 12:10:00+05:30,1088.9,1089.3,1085.3,1085.7,2026-07-20 12:10:00+05:30,1086.9072820499996,TARGET,False,3.1474179500003174,2.1769619820499995,0.970455967950318
2026-07-20,SELL,2026-07-20 13:50:00+05:30,1091.4,1091.7,1090.0,1090.6,1092.6525533056927,2026-07-20 13:55:00+05:30,1090.4,1091.1,1089.7,1089.8,2026-07-20 13:55:00+05:30,1089.8548,1091.7,1.845199999999977,1086.1644000000001,2.0,4.354800000000068,1.2451999999998407,2.3600693691741395,0.6748319965314633,2026-07-20 15:05:00+05:30,1087.5,1087.6,1085.5,1087.5,2026-07-20 15:05:00+05:30,1086.7074822000002,TARGET,False,3.1473177999998825,2.1765622822000004,0.9707555177998821
2026-07-21,SELL,2026-07-21 09:45:00+05:30,1084.6,1084.9,1076.3,1077.3,1086.4622647083281,2026-07-21 09:50:00+05:30,1077.1,1082.8,1077.1,1080.9,2026-07-21 09:50:00+05:30,1076.56145,1084.9,8.338550000000168,1059.8843499999996,2.0,9.361449999999877,6.238550000000032,1.1226712078238648,0.7481576533090173,2026-07-21 11:10:00+05:30,1075.2,1077.0,1075.2,1075.7,2026-07-21 11:10:00+05:30,1077.099730725,STOP_LOSS,False,-0.5382807250000496,2.1536611807250003,-2.69194190572505
2026-07-22,SELL,2026-07-22 10:20:00+05:30,1061.9,1062.3,1058.1,1058.1,1064.2431669591194,2026-07-22 10:25:00+05:30,1058.6,1060.1,1056.4,1059.3,2026-07-22 10:25:00+05:30,1058.0707,1062.3,4.2292999999999665,1049.6121,2.0,9.770700000000033,4.1293000000000575,2.3102404653252573,0.9763554252476982,2026-07-22 12:35:00+05:30,1052.5,1052.6,1048.3,1049.9,2026-07-22 12:35:00+05:30,1050.13690605,TARGET,False,7.933793949999881,2.1082076060500006,5.8255863439498805
2026-07-23,BUY,2026-07-23 11:10:00+05:30,1046.3,1049.8,1043.9,1048.2,1042.1287124256564,2026-07-23 11:15:00+05:30,1048.6,1050.5,1047.4,1048.0,2026-07-23 11:15:00+05:30,1049.1243,1043.9,5.224299999999857,1059.5728999999997,2.0,1.3757000000000517,6.124299999999948,0.26332714430643134,1.1722718833145331,2026-07-23 11:25:00+05:30,1047.9,1048.2,1043.0,1043.4,2026-07-23 11:25:00+05:30,1043.37805,STOP_LOSS,False,-5.746249999999918,2.0925023499999997,-7.838752349999918
2026-07-23,BUY,2026-07-23 11:45:00+05:30,1046.2,1048.9,1046.1,1048.1,1043.1244911508786,2026-07-23 11:50:00+05:30,1048.1,1051.4,1047.3,1051.0,2026-07-23 11:50:00+05:30,1048.62405,1046.1,2.5240499999999884,1053.6721499999999,2.0,6.2759500000001935,1.3240499999999429,2.4864602523722676,0.524573601949228,2026-07-23 12:00:00+05:30,1052.3,1054.9,1051.9,1053.4,2026-07-23 12:00:00+05:30,1053.145313925,TARGET,False,4.521263925000085,2.1017693639250004,2.4194945610750844
2026-07-23,BUY,2026-07-23 14:15:00+05:30,1045.1,1049.0,1045.0,1047.3,1044.5902861173543,2026-07-23 14:20:00+05:30,1047.3,1048.5,1046.3,1047.0,2026-07-23 14:20:00+05:30,1047.82365,1045.0,2.8236500000000433,1053.4709500000001,2.0,7.176349999999957,1.5236500000000888,2.541515414445787,0.5396029961220637,2026-07-23 14:30:00+05:30,1049.2,1055.0,1048.6,1054.8,2026-07-23 14:30:00+05:30,1052.9442145250002,TARGET,False,5.120564525000191,2.1007678645250003,3.0197966604751905
2026-07-23,BUY,2026-07-23 15:05:00+05:30,1044.9,1048.3,1044.1,1047.2,1045.06813810418,2026-07-23 15:10:00+05:30,1047.1,1047.1,1042.9,1045.4,2026-07-23 15:10:00+05:30,1047.6235499999998,1044.1,3.5235499999998865,1054.6706499999996,2.0,0.0,4.723549999999705,0.0,1.3405656227383909,2026-07-23 15:10:00+05:30,1047.1,1047.1,1042.9,1045.4,2026-07-23 15:10:00+05:30,1043.5779499999999,STOP_LOSS,False,-4.045599999999922,2.0912014999999995,-6.136801499999922
2026-07-23,BUY,2026-07-23 15:20:00+05:30,1046.8,1051.4,1046.2,1050.7,1045.208570721018,2026-07-23 15:25:00+05:30,1050.7,1058.5,1049.0,1052.9,2026-07-23 15:25:00+05:30,1051.22535,1046.2,5.025349999999889,1061.2760499999997,2.0,7.274650000000065,2.225349999999935,1.4475907150746168,0.44282487786919994,2026-07-23 15:25:00+05:30,1050.7,1058.5,1049.0,1052.9,2026-07-23 15:25:00+05:30,1052.37355,END_OF_DAY,False,1.148200000000088,2.1035989,-0.9553988999999121
2026-07-24,SELL,2026-07-24 10:25:00+05:30,1025.2,1026.6,1021.4,1022.2,1035.1288463637975,2026-07-24 10:30:00+05:30,1022.5,1022.6,1019.0,1020.2,2026-07-24 10:30:00+05:30,1021.98875,1026.6,4.611249999999927,1012.7662500000001,2.0,8.088750000000005,2.511250000000018,1.7541339116291965,0.5445920303605438,2026-07-24 11:40:00+05:30,1017.8,1023.3,1017.5,1021.6,2026-07-24 11:40:00+05:30,1022.499744375,STOP_LOSS,False,-0.5109943749999957,2.044488494375,-2.5554828693749956
2026-07-27,BUY,2026-07-27 09:30:00+05:30,1070.3,1077.0,1069.0,1074.3,1066.1156094552866,2026-07-27 09:35:00+05:30,1074.5,1077.5,1073.2,1073.6,2026-07-27 09:35:00+05:30,1075.03725,1069.0,6.0372500000000855,1087.1117500000003,2.0,6.9627499999999145,5.83725000000004,1.1532982732203927,0.9668723342581402,2026-07-27 13:30:00+05:30,1078.9,1079.1,1076.9,1077.2,2026-07-27 13:30:00+05:30,1076.932692857143,STOP_LOSS,False,1.8954428571428252,2.151969942857143,-0.2565270857143176
2026-07-28,BUY,2026-07-28 09:30:00+05:30,1106.5,1111.6,1105.7,1110.4,1106.0963272368172,2026-07-28 09:35:00+05:30,1110.1,1111.7,1108.1,1110.7,2026-07-28 09:35:00+05:30,1110.6550499999998,1105.7,4.955049999999801,1120.5651499999994,2.0,5.144950000000108,5.055049999999937,1.0383245375930241,1.0201814310653052,2026-07-28 11:15:00+05:30,1106.8,1107.8,1105.6,1107.3,2026-07-28 11:15:00+05:30,1105.14715,STOP_LOSS,False,-5.507899999999836,2.2158022,-7.7237021999998365
2026-07-28,BUY,2026-07-28 11:45:00+05:30,1107.9,1111.3,1107.0,1111.3,1108.4049647982147,2026-07-28 11:50:00+05:30,1111.3,1113.7,1110.6,1113.4,2026-07-28 11:50:00+05:30,1111.85565,1107.0,4.855649999999969,1121.56695,2.0,6.644350000000031,1.6556499999999232,1.3683749858412517,0.3409739169832945,2026-07-28 12:30:00+05:30,1113.5,1113.9,1110.2,1110.6,2026-07-28 12:30:00+05:30,1111.299722175,STOP_LOSS,False,-0.5559278250000261,2.223155372175,-2.779083197175026
2026-07-29,BUY,2026-07-29 10:20:00+05:30,1148.6,1154.9,1148.0,1154.4,1144.4224880571182,2026-07-29 10:25:00+05:30,1154.4,1156.2,1151.0,1151.0,2026-07-29 10:25:00+05:30,1154.9772,1148.0,6.977200000000039,1168.9316000000001,2.0,9.522799999999961,4.977200000000039,1.3648454967608652,0.713352060998683,2026-07-29 11:50:00+05:30,1157.5,1158.4,1152.6,1153.3,2026-07-29 11:50:00+05:30,1154.3997114000001,STOP_LOSS,False,-0.5774885999999242,2.3093769114000002,-2.8868655113999244
2026-07-29,BUY,2026-07-29 13:15:00+05:30,1150.9,1153.6,1150.9,1153.2,1150.7425792349304,2026-07-29 13:20:00+05:30,1153.2,1155.0,1152.1,1154.8,2026-07-29 13:20:00+05:30,1153.7766000000001,1150.9,2.876600000000053,1159.5298000000003,2.0,4.923399999999901,1.8766000000000531,1.711534450392759,0.6523673781547724,2026-07-29 14:40:00+05:30,1154.5,1154.5,1151.9,1152.2,2026-07-29 14:40:00+05:30,1153.1997117,STOP_LOSS,False,-0.5768883000000642,2.3069763117,-2.8838646117000644
2026-07-30,SELL,2026-07-30 14:05:00+05:30,1168.8,1169.3,1165.7,1165.8,1177.3976724402646,2026-07-30 14:10:00+05:30,1165.9,1165.9,1162.5,1163.0,2026-07-30 14:10:00+05:30,1165.31705,1169.3,3.982949999999846,1157.3511500000004,2.0,8.2170500000002,0.5829499999999825,2.063056277382472,0.1463613653196764,2026-07-30 14:35:00+05:30,1158.0,1158.3,1157.1,1157.9,2026-07-30 14:35:00+05:30,1157.9298255750005,TARGET,False,7.387224424999658,2.3232468755750006,5.063977549424658
2026-07-31,BUY,2026-07-31 09:40:00+05:30,1116.7,1122.7,1116.1,1121.9,1114.613656492199,2026-07-31 09:45:00+05:30,1121.8,1126.6,1121.5,1126.4,2026-07-31 09:45:00+05:30,1122.3609,1116.1,6.260899999999992,1134.8826999999999,2.0,14.03910000000019,0.9608999999998105,2.2423453497101384,0.15347633726777485,2026-07-31 11:10:00+05:30,1133.6,1136.4,1133.1,1134.3,2026-07-31 11:10:00+05:30,1134.3152586499998,TARGET,False,11.954358649999904,2.25667615865,9.697682491349903
2026-07-31,BUY,2026-07-31 14:45:00+05:30,1127.0,1130.0,1127.0,1129.0,1127.1940987102312,2026-07-31 14:50:00+05:30,1129.2,1129.2,1126.5,1127.1,2026-07-31 14:50:00+05:30,1129.7646,1127.0,2.764599999999973,1135.2938,2.0,0.0,3.264599999999973,0.0,1.1808579903060135,2026-07-31 14:50:00+05:30,1129.2,1129.2,1126.5,1127.1,2026-07-31 14:50:00+05:30,1126.4365,STOP_LOSS,False,-3.3280999999999494,2.2562011,-5.58430109999995
2026-07-31,BUY,2026-07-31 14:55:00+05:30,1127.1,1128.1,1126.3,1127.5,1127.2039078305454,2026-07-31 15:00:00+05:30,1127.5,1129.5,1127.0,1128.1,2026-07-31 15:00:00+05:30,1128.06375,1126.3,1.7637500000000728,1131.5912500000002,2.0,3.5362499999998818,1.0637500000000273,2.0049610205526496,0.6031183557760359,2026-07-31 15:05:00+05:30,1128.1,1131.6,1128.1,1131.5,2026-07-31 15:05:00+05:30,1131.0254543750002,TARGET,False,2.9617043750001812,2.259089204375,0.7026151706251813
2026-08-03,BUY,2026-08-03 10:10:00+05:30,1151.2,1158.0,1151.0,1158.0,1146.0221494742652,2026-08-03 10:15:00+05:30,1158.1,1159.8,1156.5,1157.3,2026-08-03 10:15:00+05:30,1158.67905,1151.0,7.679049999999961,1174.0371499999999,2.0,12.320950000000039,3.579050000000052,1.6044888365097376,0.4660797885155156,2026-08-03 14:15:00+05:30,1170.9,1170.9,1167.1,1168.0,2026-08-03 14:15:00+05:30,1167.1018714285715,STOP_LOSS,False,8.422821428571524,2.3257809214285716,6.097040507142952
2026-08-04,SELL,2026-08-04 09:50:00+05:30,1162.0,1163.0,1160.5,1161.0,1164.5225946097598,2026-08-04 09:55:00+05:30,1161.0,1162.0,1160.6,1161.1,2026-08-04 09:55:00+05:30,1160.4195,1163.0,2.580500000000029,1155.2585,2.0,4.01949999999988,1.580500000000029,1.557643867467481,0.6124782018988612,2026-08-04 11:05:00+05:30,1159.0,1160.9,1158.0,1160.7,2026-08-04 11:05:00+05:30,1160.99970975,STOP_LOSS,False,-0.5802097499999945,2.32141920975,-2.9016289597499947
2026-08-04,SELL,2026-08-04 11:40:00+05:30,1161.7,1162.6,1160.4,1160.7,1161.1970080354506,2026-08-04 11:45:00+05:30,1161.0,1161.0,1158.5,1158.8,2026-08-04 11:45:00+05:30,1160.4195,1162.6,2.180499999999938,1156.0585,2.0,4.619500000000016,0.5805000000000291,2.1185507911030257,0.26622334326991315,2026-08-04 12:00:00+05:30,1158.2,1158.2,1155.8,1156.2,2026-08-04 12:00:00+05:30,1156.6365292500002,TARGET,False,3.7829707499997767,2.3170560292500006,1.465914720749776
2026-08-04,SELL,2026-08-04 13:45:00+05:30,1160.0,1160.6,1159.3,1159.5,1159.9232965240353,2026-08-04 13:50:00+05:30,1159.7,1159.9,1158.7,1158.9,2026-08-04 13:50:00+05:30,1159.12015,1160.6,1.4798499999999422,1156.16045,2.0,0.6201499999999669,1.5798500000000786,0.41906274284555267,1.0675744163260739,2026-08-04 14:05:00+05:30,1159.9,1160.7,1159.3,1160.1,2026-08-04 14:05:00+05:30,1161.1803,STOP_LOSS,False,-2.0601500000000215,2.32030045,-4.380450450000021
2026-08-04,SELL,2026-08-04 14:10:00+05:30,1160.1,1160.3,1159.0,1159.6,1159.8962583339214,2026-08-04 14:15:00+05:30,1159.6,1159.6,1158.6,1159.4,2026-08-04 14:15:00+05:30,1159.0202,1160.3,1.279800000000023,1156.4605999999999,2.0,1.0201999999999316,1.6798000000001139,0.7971558055945565,1.3125488357556523,2026-08-04 14:30:00+05:30,1159.4,1160.7,1158.4,1159.0,2026-08-04 14:30:00+05:30,1160.88015,STOP_LOSS,False,-1.8599500000000262,2.3199003499999997,-4.1798503500000255
2026-08-05,SELL,2026-08-05 09:50:00+05:30,1166.5,1167.8,1163.6,1164.1,1169.2152121015347,2026-08-05 09:55:00+05:30,1164.2,1165.5,1163.2,1164.0,2026-08-05 09:55:00+05:30,1163.6179,1167.8,4.182099999999991,1155.2537,2.0,1.3179000000000087,4.382100000000037,0.3151287630616225,1.0478228641113425,2026-08-05 10:20:00+05:30,1167.6,1168.0,1166.5,1167.7,2026-08-05 10:20:00+05:30,1168.3839,STOP_LOSS,False,-4.766000000000076,2.3320018,-7.098001800000077
2026-08-05,SELL,2026-08-05 13:40:00+05:30,1166.1,1166.7,1164.1,1165.0,1168.583454210935,2026-08-05 13:45:00+05:30,1165.1,1166.4,1164.6,1166.1,2026-08-05 13:45:00+05:30,1164.5174499999998,1166.7,2.1825500000002194,1160.1523499999994,2.0,0.5174499999998261,2.2825500000001284,0.23708506105233515,1.0458179652241182,2026-08-05 14:35:00+05:30,1165.4,1166.8,1164.8,1164.8,2026-08-05 14:35:00+05:30,1167.2833500000002,STOP_LOSS,False,-2.765900000000329,2.3318008,-5.097700800000329
