trade_index,trade_date,direction,signal_time,entry_time,entry_price,risk,stop_loss,target,original_exit_time,original_exit_reason,initial_move_r,pullback_r,initial_move_reached,initial_move_time,initial_extreme_price,initial_extreme_r,pullback_detected,pullback_time,pullback_price,pullback_depth_r,target_after_pullback,target_after_pullback_time,target_before_pullback,stop_before_pullback,stop_after_pullback,valid_pullback_target,clean_pullback_target
1,2026-07-01,SELL,2026-07-01 09:35:00+05:30,2026-07-01 09:40:00+05:30,1003.0982,2.501800000000003,1005.6,998.0946,2026-07-01 09:45:00+05:30,STOP_LOSS,1.0,1.0,False,,,,False,,,,False,,False,False,False,False,False
1,2026-07-01,SELL,2026-07-01 09:35:00+05:30,2026-07-01 09:40:00+05:30,1003.0982,2.501800000000003,1005.6,998.0946,2026-07-01 09:45:00+05:30,STOP_LOSS,1.25,0.25,False,,,,False,,,,False,,False,False,False,False,False
1,2026-07-01,SELL,2026-07-01 09:35:00+05:30,2026-07-01 09:40:00+05:30,1003.0982,2.501800000000003,1005.6,998.0946,2026-07-01 09:45:00+05:30,STOP_LOSS,1.25,0.5,False,,,,False,,,,False,,False,False,False,False,False
1,2026-07-01,SELL,2026-07-01 09:35:00+05:30,2026-07-01 09:40:00+05:30,1003.0982,2.501800000000003,1005.6,998.0946,2026-07-01 09:45:00+05:30,STOP_LOSS,1.25,0.75,False,,,,False,,,,False,,False,False,False,False,False
1,2026-07-01,SELL,2026-07-01 09:35:00+05:30,2026-07-01 09:40:00+05:30,1003.0982,2.501800000000003,1005.6,998.0946,2026-07-01 09:45:00+05:30,STOP_LOSS,1.25,1.0,False,,,,False,,,,False,,False,False,False,False,False
1,2026-07-01,SELL,2026-07-01 09:35:00+05:30,2026-07-01 09:40:00+05:30,1003.0982,2.501800000000003,1005.6,998.0946,2026-07-01 09:45:00+05:30,STOP_LOSS,1.5,0.25,False,,,,False,,,,False,,False,False,False,False,False
1,2026-07-01,SELL,2026-07-01 09:35:00+05:30,2026-07-01 09:40:00+05:30,1003.0982,2.501800000000003,1005.6,998.0946,2026-07-01 09:45:00+05:30,STOP_LOSS,1.5,0.5,False,,,,False,,,,False,,False,False,False,False,False
1,2026-07-01,SELL,2026-07-01 09:35:00+05:30,2026-07-01 09:40:00+05:30,1003.0982,2.501800000000003,1005.6,998.0946,2026-07-01 09:45:00+05:30,STOP_LOSS,1.5,0.75,False,,,,False,,,,False,,False,False,False,False,False
1,2026-07-01,SELL,2026-07-01 09:35:00+05:30,2026-07-01 09:40:00+05:30,1003.0982,2.501800000000003,1005.6,998.0946,2026-07-01 09:45:00+05:30,STOP_LOSS,1.5,1.0,False,,,,False,,,,False,,False,False,False,False,False
2,2026-07-01,SELL,2026-07-01 09:50:00+05:30,2026-07-01 09:55:00+05:30,1002.4985,3.20150000000001,1005.7,996.0955,2026-07-01 12:10:00+05:30,TARGET,0.5,0.25,True,2026-07-01 10:00:00+05:30,994.1,2.6233015773855963,True,2026-07-01 10:10:00+05:30,999.800375,0.25,False,,False,False,False,False,False
2,2026-07-01,SELL,2026-07-01 09:50:00+05:30,2026-07-01 09:55:00+05:30,1002.4985,3.20150000000001,1005.7,996.0955,2026-07-01 12:10:00+05:30,TARGET,0.5,0.5,True,2026-07-01 10:00:00+05:30,994.1,2.6233015773855963,True,2026-07-01 10:15:00+05:30,1000.6007500000001,0.5,False,,False,False,False,False,False
2,2026-07-01,SELL,2026-07-01 09:50:00+05:30,2026-07-01 09:55:00+05:30,1002.4985,3.20150000000001,1005.7,996.0955,2026-07-01 12:10:00+05:30,TARGET,0.5,0.75,True,2026-07-01 10:00:00+05:30,994.1,2.6233015773855963,True,2026-07-01 10:15:00+05:30,1001.401125,0.75,False,,False,False,False,False,False
2,2026-07-01,SELL,2026-07-01 09:50:00+05:30,2026-07-01 09:55:00+05:30,1002.4985,3.20150000000001,1005.7,996.0955,2026-07-01 12:10:00+05:30,TARGET,0.5,1.0,True,2026-07-01 10:00:00+05:30,994.1,2.6233015773855963,True,2026-07-01 11:00:00+05:30,999.8015,1.0,False,,False,False,False,False,False
2,2026-07-01,SELL,2026-07-01 09:50:00+05:30,2026-07-01 09:55:00+05:30,1002.4985,3.20150000000001,1005.7,996.0955,2026-07-01 12:10:00+05:30,TARGET,0.75,0.25,True,2026-07-01 10:00:00+05:30,994.1,2.6233015773855963,True,2026-07-01 10:10:00+05:30,999.800375,0.25,False,,False,False,False,False,False
2,2026-07-01,SELL,2026-07-01 09:50:00+05:30,2026-07-01 09:55:00+05:30,1002.4985,3.20150000000001,1005.7,996.0955,2026-07-01 12:10:00+05:30,TARGET,0.75,0.5,True,2026-07-01 10:00:00+05:30,994.1,2.6233015773855963,True,2026-07-01 10:15:00+05:30,1000.6007500000001,0.5,False,,False,False,False,False,False
2,2026-07-01,SELL,2026-07-01 09:50:00+05:30,2026-07-01 09:55:00+05:30,1002.4985,3.20150000000001,1005.7,996.0955,2026-07-01 12:10:00+05:30,TARGET,0.75,0.75,True,2026-07-01 10:00:00+05:30,994.1,2.6233015773855963,True,2026-07-01 10:15:00+05:30,1001.401125,0.75,False,,False,False,False,False,False
2,2026-07-01,SELL,2026-07-01 09:50:00+05:30,2026-07-01 09:55:00+05:30,1002.4985,3.20150000000001,1005.7,996.0955,2026-07-01 12:10:00+05:30,TARGET,0.75,1.0,True,2026-07-01 10:00:00+05:30,994.1,2.6233015773855963,True,2026-07-01 11:00:00+05:30,999.8015,1.0,False,,False,False,False,False,False
2,2026-07-01,SELL,2026-07-01 09:50:00+05:30,2026-07-01 09:55:00+05:30,1002.4985,3.20150000000001,1005.7,996.0955,2026-07-01 12:10:00+05:30,TARGET,1.0,0.25,True,2026-07-01 10:05:00+05:30,994.1,2.6233015773855963,True,2026-07-01 10:10:00+05:30,999.800375,0.25,False,,False,False,False,False,False
2,2026-07-01,SELL,2026-07-01 09:50:00+05:30,2026-07-01 09:55:00+05:30,1002.4985,3.20150000000001,1005.7,996.0955,2026-07-01 12:10:00+05:30,TARGET,1.0,0.5,True,2026-07-01 10:05:00+05:30,994.1,2.6233015773855963,True,2026-07-01 10:15:00+05:30,1000.6007500000001,0.5,False,,False,False,False,False,False
2,2026-07-01,SELL,2026-07-01 09:50:00+05:30,2026-07-01 09:55:00+05:30,1002.4985,3.20150000000001,1005.7,996.0955,2026-07-01 12:10:00+05:30,TARGET,1.0,0.75,True,2026-07-01 10:05:00+05:30,994.1,2.6233015773855963,True,2026-07-01 10:15:00+05:30,1001.401125,0.75,False,,False,False,False,False,False
2,2026-07-01,SELL,2026-07-01 09:50:00+05:30,2026-07-01 09:55:00+05:30,1002.4985,3.20150000000001,1005.7,996.0955,2026-07-01 12:10:00+05:30,TARGET,1.0,1.0,True,2026-07-01 10:05:00+05:30,994.1,2.6233015773855963,True,2026-07-01 11:00:00+05:30,999.8015,1.0,False,,False,False,False,False,False
2,2026-07-01,SELL,2026-07-01 09:50:00+05:30,2026-07-01 09:55:00+05:30,1002.4985,3.20150000000001,1005.7,996.0955,2026-07-01 12:10:00+05:30,TARGET,1.25,0.25,True,2026-07-01 10:20:00+05:30,994.1,2.6233015773855963,True,2026-07-01 10:25:00+05:30,998.100375,0.25,False,,False,False,False,False,False
2,2026-07-01,SELL,2026-07-01 09:50:00+05:30,2026-07-01 09:55:00+05:30,1002.4985,3.20150000000001,1005.7,996.0955,2026-07-01 12:10:00+05:30,TARGET,1.25,0.5,True,2026-07-01 10:20:00+05:30,994.1,2.6233015773855963,True,2026-07-01 10:25:00+05:30,998.90075,0.5,False,,False,False,False,False,False
2,2026-07-01,SELL,2026-07-01 09:50:00+05:30,2026-07-01 09:55:00+05:30,1002.4985,3.20150000000001,1005.7,996.0955,2026-07-01 12:10:00+05:30,TARGET,1.25,0.75,True,2026-07-01 10:20:00+05:30,994.1,2.6233015773855963,True,2026-07-01 10:25:00+05:30,999.7011249999999,0.75,False,,False,False,False,False,False
2,2026-07-01,SELL,2026-07-01 09:50:00+05:30,2026-07-01 09:55:00+05:30,1002.4985,3.20150000000001,1005.7,996.0955,2026-07-01 12:10:00+05:30,TARGET,1.25,1.0,True,2026-07-01 10:20:00+05:30,994.1,2.6233015773855963,True,2026-07-01 11:00:00+05:30,999.8015,1.0,False,,False,False,False,False,False
2,2026-07-01,SELL,2026-07-01 09:50:00+05:30,2026-07-01 09:55:00+05:30,1002.4985,3.20150000000001,1005.7,996.0955,2026-07-01 12:10:00+05:30,TARGET,1.5,0.25,True,2026-07-01 10:20:00+05:30,994.1,2.6233015773855963,True,2026-07-01 10:25:00+05:30,998.100375,0.25,False,,False,False,False,False,False
2,2026-07-01,SELL,2026-07-01 09:50:00+05:30,2026-07-01 09:55:00+05:30,1002.4985,3.20150000000001,1005.7,996.0955,2026-07-01 12:10:00+05:30,TARGET,1.5,0.5,True,2026-07-01 10:20:00+05:30,994.1,2.6233015773855963,True,2026-07-01 10:25:00+05:30,998.90075,0.5,False,,False,False,False,False,False
