variant,trades,stop_loss,target,end_of_day,wins,losses,win_rate_pct,total_net_pnl,avg_net_pnl,total_net_r,avg_net_r,profit_factor,max_drawdown_r,avg_mfe_r,p90_mfe_r,avg_mae_r,p90_mae_r
BASELINE_ORBVWAP,1879,964,399,516,652,1227,34.69930814262906,-2667.2395542750032,-1.4194994966870693,-810.7626488366222,-0.4314862420631305,0.44343816833750543,812.008235916126,0.9733169685551967,2.190929435483863,0.8840402110048823,1.3646537391304283
ORBVWAP_EMA_REGIME,1557,776,320,461,547,1010,35.131663455362876,-2164.5974796900027,-1.3902360177842021,-647.1294321404702,-0.415625839525029,0.44604933512369815,647.814553037976,0.9686600358277495,2.187445194546062,0.873285802501462,1.3636218017057429
