SYMBOL,Q1,Q2,Q3
ASHOKLEY,0.705777712826432,0.9811737814365529,1.2998763616903375
ICICIBANK,3.8071198156798687,4.7413669261334235,6.222592432720262
INFY,5.191038935361632,6.328059445468853,8.217538316864477
OLAELEC,0.2462787228719101,0.3809007529723303,0.5264870915304769
RELIANCE,3.9529520691951348,5.236496017723994,6.747960921031222
SUZLON,0.23978282257094818,0.306101261476158,0.4115310833757704
TMPV,1.4947395055745005,1.948542633872762,2.576644703602426
