entry_time_hhmm,direction,entries,symbols,median_ema_spread_atr,median_ema21_slope_abs_atr,median_ema_spread_change_abs_atr,median_close_ema21_distance_atr
11:50,SELL,34,7,0.046131002531278525,0.08007467321691922,0.10793956560761923,0.8007467321697477
11:55,BUY,25,7,0.048763395082916085,0.07194570435623483,0.09517280548052356,0.7194570435624924
11:55,SELL,29,7,0.05157264928952909,0.07677938868741355,0.10241554413037245,0.7677938868741355
12:00,BUY,33,7,0.033910590619239886,0.07478566953772287,0.09141073347862931,0.7478566953768708
12:00,SELL,31,7,0.0613282332904159,0.09023701950327796,0.11525174268586649,0.9023701950332157
12:05,BUY,32,6,0.05258697924611915,0.09568927873009661,0.12633234412786404,0.9568927873015475
12:05,SELL,43,7,0.047504686671934304,0.07772436695995384,0.11128159320468085,0.7772436695987222
12:10,BUY,42,7,0.06618964462437428,0.09510109797065576,0.12783841742295832,0.9510109797071498
12:10,SELL,27,7,0.039305780562468,0.07019120310845393,0.08964975452679201,0.7019120310848126
12:15,BUY,26,7,0.05005410250479824,0.0941278102651057,0.11613128215997419,0.9412781026518021
12:15,SELL,31,7,0.039385488862997656,0.08136345626946218,0.09992194022962415,0.8136345626933434
12:20,BUY,35,7,0.05526774181468955,0.09984471652857885,0.14554297513382916,0.9984471652859608
12:20,SELL,29,7,0.06562495410289557,0.07967671501214428,0.10413531890261463,0.7967671501205911
12:25,BUY,34,7,0.05565229487549758,0.08414267898532626,0.11666408607696516,0.8414267898535652
12:25,SELL,32,7,0.0379284627341044,0.06769981054785851,0.09401261805393127,0.6769981054787985
12:30,BUY,39,7,0.05296016843121207,0.10911683711902309,0.14203512712162875,1.0911683711905662
12:30,SELL,40,7,0.040381067960727546,0.08014943729161107,0.10589827821252625,0.8014943729164652
12:35,BUY,34,7,0.04952939153993964,0.08748540769720517,0.11400956693170627,0.8748540769721669
12:35,SELL,37,7,0.04616026784655616,0.07341343409754592,0.09581338131524343,0.7341343409749955
12:40,BUY,46,7,0.056305633166583546,0.09146291048859223,0.12947563354281477,0.9146291048862715
12:40,SELL,26,7,0.041951990151043395,0.08254654016291454,0.10847344571855784,0.825465401628961
12:45,BUY,32,7,0.03303981044989685,0.08420053289295844,0.1189225399432902,0.8420053289292582
12:45,SELL,36,7,0.044269688211653675,0.06550050816285502,0.08554849775612737,0.6550050816279428
12:50,BUY,40,7,0.0473057049235332,0.09530210373978093,0.1236677944875,0.9530210373978543
12:50,SELL,36,7,0.05036018339004529,0.08399957047494097,0.11642125265120501,0.8399957047496243
12:55,BUY,31,7,0.03833428844805753,0.0913362949192112,0.12671691786891873,0.913362949192112
12:55,SELL,35,7,0.04552814429002756,0.08768280161684304,0.12300038624775998,0.8768280161680845
13:00,BUY,41,7,0.04101380573045413,0.07028482278203846,0.09815896843660847,0.7028482278193466
13:00,SELL,26,6,0.042500014876727735,0.07764957721967969,0.10434623240608448,0.7764957721965817
13:05,BUY,46,7,0.039454626365308096,0.0811891761661287,0.10890435340700541,0.8118917616616008
13:05,SELL,40,7,0.034878230891246545,0.07328756682678791,0.09473491646735169,0.7328756682678643
13:10,BUY,36,7,0.04174528021779936,0.08685606900373707,0.11309162243161344,0.8685606900374931
13:10,SELL,22,7,0.04893498799474269,0.09008808022219938,0.11917606817652412,0.9008808022224555
13:15,BUY,34,7,0.04203205159841521,0.06347535861210174,0.08088043377164658,0.6347535861215894
13:15,SELL,39,7,0.0464185714649336,0.08025367399999614,0.10808751940311387,0.8025367399994577
13:20,BUY,30,7,0.03961633875399702,0.07224387595568257,0.09768953185127491,0.7224387595570885
13:20,SELL,39,7,0.0434894087529286,0.07243245156977818,0.09549809303983843,0.7243245156977269
13:25,BUY,33,7,0.03350106247569497,0.06873177209051862,0.08966712041924761,0.6873177209042499
13:25,SELL,30,7,0.03559677305247534,0.06650830811030808,0.09278737889440407,0.665083081102239
13:30,BUY,28,7,0.041202667048753645,0.08489413357886867,0.11334157459330005,0.8489413357893026
13:30,SELL,37,7,0.041376339546721416,0.06754857235927757,0.09050676291231358,0.6754857235929311
13:35,BUY,33,7,0.05022295019169124,0.08041257858165635,0.10134181631977633,0.8041257858160841
13:35,SELL,29,7,0.04636063907439394,0.08368943503136114,0.10501113208200571,0.8368943503138103
13:40,BUY,35,7,0.041645413349908844,0.07022512767551571,0.0943598932895662,0.7022512767549869
13:40,SELL,30,7,0.04032317716235695,0.08190215809248151,0.10793850840245525,0.8190215809244359
13:45,BUY,39,7,0.06488401354286828,0.07909946160841931,0.10983763583051213,0.7909946160840741
13:45,SELL,47,7,0.033124283085126834,0.060727954317375855,0.08806597138026828,0.6072795431731534
13:50,BUY,32,7,0.036149892568642865,0.08408657631946001,0.10407729137429994,0.8408657631945513
13:50,SELL,35,7,0.044040476616517714,0.07985155849551555,0.11888039174944287,0.798515584954984
13:55,BUY,41,7,0.04156810693566513,0.06575370346041937,0.08949415419112793,0.6575370346035211
13:55,SELL,49,7,0.036375802809392926,0.06571107355129273,0.08616645139370302,0.657110735513587
14:00,BUY,37,7,0.0607949983836502,0.08969269735214494,0.11076620106146005,0.896926973521789
14:00,SELL,46,7,0.05038712094390511,0.07735592896800875,0.09921873143373869,0.7735592896804527
14:05,BUY,39,7,0.041943345351277375,0.0662425580150019,0.08370820387030696,0.6624255801501059
14:05,SELL,38,7,0.050947273589446895,0.09037533200858178,0.11537228832248653,0.9037533200858379
14:10,BUY,32,7,0.04097402384336389,0.07370383133154948,0.10662487385220631,0.7370383133156058
14:10,SELL,48,7,0.05101935514422026,0.0872042783690731,0.11928022307939065,0.8720427836900626
14:15,BUY,39,7,0.03667619092587146,0.08142392221827853,0.11403510496353317,0.8142392221831538
14:15,SELL,39,7,0.043718113854937964,0.07926936028883293,0.10689799906293662,0.7926936028882324
14:20,BUY,35,6,0.056998684340759935,0.11638446390846356,0.15659658518013322,1.1638446390849186
14:20,SELL,36,7,0.04015545906963548,0.07964236417261765,0.09978943097193368,0.7964236417263064
14:25,BUY,50,7,0.038187634198624226,0.0873751267115293,0.12186446842141974,0.8737512671154288
14:25,SELL,47,7,0.04397209917704814,0.07914418085782793,0.10360923171924141,0.791441808577856
14:30,BUY,37,7,0.03947816982155617,0.07432113677010632,0.09897526793702184,0.7432113677010631
14:30,SELL,41,7,0.04293189599481469,0.07805669717304214,0.10635207176077956,0.7805669717303414
14:35,BUY,33,7,0.02938575976225674,0.08864903122933905,0.1221615760214626,0.8864903122941432
14:35,SELL,37,7,0.04336620416090374,0.06206227199099567,0.08518046722927676,0.6206227199097983
14:40,BUY,40,7,0.037411700865519065,0.08858755488558961,0.12654323288864688,0.8858755488561652
14:40,SELL,38,7,0.0813396899906269,0.09337822517531885,0.11532392661612048,0.933782251752741
14:45,BUY,50,7,0.06354836728747743,0.11296940269667119,0.14605736663786467,1.129694026966976
14:45,SELL,48,7,0.05411704412339452,0.09267201781978976,0.12177478642983978,0.9267201781976938
14:50,BUY,47,7,0.0819400068168701,0.1047274067981315,0.14313104143351826,1.047274067981211
14:50,SELL,38,7,0.03452119913251156,0.0942060661994345,0.12669132491415597,0.9420606619940701
14:55,BUY,57,7,0.06809548938186749,0.1174235912112991,0.14952724803601716,1.174235912112876
14:55,SELL,32,6,0.050725541815538275,0.07308648723144401,0.09517584861928041,0.7308648723139837
15:00,BUY,52,7,0.06035658506422568,0.10674738653269197,0.13422154799791405,1.0674738653272167
15:00,SELL,41,7,0.0473676994797238,0.08838413184180069,0.11641239741302047,0.8838413184167233
15:05,BUY,59,7,0.09578876662841322,0.1406285714145181,0.18565009461333584,1.4062857141447174
15:05,SELL,64,7,0.07172708752450566,0.1200839511855262,0.16206914435714392,1.2008395118551727
15:10,BUY,55,7,0.05517916037256571,0.1269284165963291,0.168329391308771,1.2692841659638647
15:10,SELL,52,7,0.06627391985020037,0.09684776528833187,0.12442167062706537,0.9684776528834418
15:15,BUY,30,7,0.07364515324787922,0.10715911434016645,0.14541984122284157,1.0715911434016034
15:15,SELL,37,7,0.05271551849880526,0.08549167071347587,0.1130461363923348,0.8549167071351689
15:20,BUY,38,7,0.06372236072185952,0.08871459398077838,0.11343603771776908,0.8871459398081384
15:20,SELL,34,7,0.0640223299969532,0.10481521350579767,0.14024805464227427,1.0481521350579075
15:25,BUY,28,6,0.03924022170981647,0.1045161633257206,0.14068484270689513,1.0451616332576634
15:25,SELL,30,7,0.060401042265409224,0.08417075360018243,0.10607890840483508,0.8417075360014581
