symbol,trade_date,direction,signal_candle_time,entry_candle_time,entry_hour,entry_price,orb_high,orb_low,orb_range,stop_loss,initial_risk,target,exit_time,exit_price,exit_reason,ambiguous,net_pnl,net_r,variant
OLAELEC,2026-06-03,SELL,2026-06-03 09:30:00,2026-06-03 09:35:00,09:35,39.16041,40.0,39.23,0.7700000000000031,39.545410000000004,0.3850000000000051,38.39040999999999,2026-06-03 09:45:00,39.545410000000004,STOP_LOSS,False,-0.46370582000000515,-1.2044307012986988,ORB_50PCT
OLAELEC,2026-06-03,SELL,2026-06-03 09:30:00,2026-06-03 09:35:00,09:35,39.16041,40.0,39.23,0.7700000000000031,40.0,0.8395900000000012,37.48123,2026-06-03 09:50:00,40.0,STOP_LOSS,False,-0.9187504100000011,-1.0942846031991804,ORB_BOUNDARY
OLAELEC,2026-06-03,BUY,2026-06-03 10:25:00,2026-06-03 10:30:00,10:30,40.12005,40.0,39.23,0.7700000000000031,39.73505,0.384999999999998,40.890049999999995,2026-06-03 10:55:00,40.890049999999995,TARGET,False,0.688989899999996,1.7895841558441548,ORB_50PCT
OLAELEC,2026-06-03,BUY,2026-06-03 10:25:00,2026-06-03 10:30:00,10:30,40.12005,40.0,39.23,0.7700000000000031,39.23,0.8900500000000022,41.900150000000004,2026-06-03 13:35:00,41.900150000000004,TARGET,False,1.6980798000000044,1.9078476490084828,ORB_BOUNDARY
OLAELEC,2026-06-04,SELL,2026-06-04 11:15:00,2026-06-04 11:20:00,11:20,43.248365,45.5,43.46,2.039999999999999,44.268365,1.0200000000000031,41.20836499999999,2026-06-04 15:25:00,43.17,END_OF_DAY,False,-0.008053365000001977,-0.007895455882354855,ORB_50PCT
OLAELEC,2026-06-04,SELL,2026-06-04 11:15:00,2026-06-04 11:20:00,11:20,43.248365,45.5,43.46,2.039999999999999,45.5,2.2516350000000003,38.745095,2026-06-04 15:25:00,43.17,END_OF_DAY,False,-0.008053365000001977,-0.0035766742833549738,ORB_BOUNDARY
OLAELEC,2026-06-05,BUY,2026-06-05 09:30:00,2026-06-05 09:35:00,09:35,44.66232,44.45,42.78,1.6700000000000017,43.82732,0.8350000000000009,46.33232,2026-06-05 09:40:00,43.82732,STOP_LOSS,False,-0.9234896400000009,-1.105975616766467,ORB_50PCT
OLAELEC,2026-06-05,BUY,2026-06-05 09:30:00,2026-06-05 09:35:00,09:35,44.66232,44.45,42.78,1.6700000000000017,42.78,1.88232,48.42696,2026-06-05 15:25:00,45.0,END_OF_DAY,False,0.24801767999999888,0.13176169832972018,ORB_BOUNDARY
OLAELEC,2026-06-08,BUY,2026-06-08 09:30:00,2026-06-08 09:35:00,09:35,46.133055,45.2,43.28,1.9200000000000017,45.173055,0.9600000000000009,48.053055,2026-06-08 09:40:00,45.173055,STOP_LOSS,False,-1.051306110000001,-1.09511053125,ORB_50PCT
OLAELEC,2026-06-08,BUY,2026-06-08 09:30:00,2026-06-08 09:35:00,09:35,46.133055,45.2,43.28,1.9200000000000017,43.28,2.8530549999999977,51.839164999999994,2026-06-08 15:25:00,45.02,END_OF_DAY,False,-1.2042080549999956,-0.42207670549638776,ORB_BOUNDARY
OLAELEC,2026-06-09,BUY,2026-06-09 09:50:00,2026-06-09 09:55:00,09:55,46.073024999999994,45.83,44.62,1.2100000000000009,45.468025,0.6049999999999969,47.28302499999999,2026-06-09 09:55:00,47.28302499999999,TARGET,False,1.1166439499999938,1.8456924793388423,ORB_50PCT
OLAELEC,2026-06-09,BUY,2026-06-09 09:50:00,2026-06-09 09:55:00,09:55,46.073024999999994,45.83,44.62,1.2100000000000009,44.62,1.4530249999999967,48.97907499999999,2026-06-09 11:50:00,48.97907499999999,TARGET,False,2.810997899999993,1.9345833003561532,ORB_BOUNDARY
OLAELEC,2026-06-09,BUY,2026-06-09 15:05:00,2026-06-09 15:10:00,15:10,47.763870000000004,45.83,44.62,1.2100000000000009,47.15887000000001,0.6049999999999969,48.97387,2026-06-09 15:15:00,47.15887000000001,STOP_LOSS,False,-0.6999227399999969,-1.1568970909090917,ORB_50PCT
OLAELEC,2026-06-09,BUY,2026-06-09 15:05:00,2026-06-09 15:10:00,15:10,47.763870000000004,45.83,44.62,1.2100000000000009,44.62,3.143870000000007,54.05161000000002,2026-06-09 15:25:00,47.0,END_OF_DAY,False,-0.8586338700000042,-0.27311366882218485,ORB_BOUNDARY
OLAELEC,2026-06-10,BUY,2026-06-10 09:50:00,2026-06-10 09:55:00,09:55,47.233605000000004,47.18,46.03,1.1499999999999986,46.65860500000001,0.5749999999999957,48.383604999999996,2026-06-10 10:00:00,46.65860500000001,STOP_LOSS,False,-0.6688922099999958,-1.1632908000000013,ORB_50PCT
