SYMBOL,SL_MODE,TARGET_R,trade_date,direction,signal_candle_time,entry_candle_time,entry_price,stop_loss,initial_risk,target,target_r,entry_vwap,mfe,mae,mfe_r,mae_r,exit_time,exit_price,exit_reason,same_candle_ambiguous,gross_pnl,costs,net_pnl,entry_vwap_distance,VWAP_DISTANCE_BUCKET
INFY,ORB_50,2.0,2025-09-05,SELL,2025-09-05 10:05:00+05:30,2025-09-05 10:10:00+05:30,1428.98515,1432.93515,3.9500000000000455,1421.08515,2.0,1427.7306723539093,26.385150000000067,0.7148500000000695,6.679784810126522,0.1809746835443193,2025-09-05 10:10:00+05:30,1421.795692575,TARGET,False,7.1894574250000005,2.850780842575,4.338676582425,1.2544776460906633,Q1_CLOSEST
INFY,ORB_50,2.0,2025-09-05,SELL,2025-09-05 14:20:00+05:30,2025-09-05 14:25:00+05:30,1413.4929,1417.4429,3.9500000000000455,1405.5929,2.0,1415.2240036026255,2.392900000000054,2.107099999999946,0.6057974683544372,0.5334430379746636,2025-09-05 15:25:00+05:30,1414.60695,END_OF_DAY,False,-1.114050000000134,2.82809985,-3.942149850000134,-1.7311036026255806,Q1_CLOSEST
INFY,ORB_50,2.0,2025-09-08,SELL,2025-09-08 09:55:00+05:30,2025-09-08 10:00:00+05:30,1411.0941,1417.4441,6.349999999999909,1398.3941000000002,2.0,1417.2935915131352,13.094100000000026,2.2058999999999287,2.062062992126018,0.3473858267716473,2025-09-08 14:45:00+05:30,1399.0932970500005,TARGET,False,12.000802949999752,2.81018739705,9.190615552949753,-6.199491513135172,Q2
INFY,ORB_50,2.0,2025-09-09,BUY,2025-09-09 09:30:00+05:30,2025-09-09 09:35:00+05:30,1454.1267,1448.0267,6.100000000000136,1466.3267000000003,2.0,1448.6563029826968,21.173299999999927,1.9266999999999823,3.4710327868851563,0.3158524590163835,2025-09-09 11:20:00+05:30,1465.5935366500005,TARGET,False,11.466836650000232,2.9197202366500004,8.547116413350231,5.470397017303185,Q2
INFY,ORB_50,2.0,2025-09-10,BUY,2025-09-10 10:00:00+05:30,2025-09-10 10:05:00+05:30,1495.44735,1486.84735,8.600000000000136,1512.6473500000004,2.0,1489.583774560025,6.952649999999949,4.347350000000233,0.8084476744185859,0.5055058139535075,2025-09-10 15:25:00+05:30,1499.4499,END_OF_DAY,False,4.002549999999928,2.99489725,1.0076527499999282,5.863575439974966,Q2
INFY,ORB_50,2.0,2025-09-11,SELL,2025-09-11 09:50:00+05:30,2025-09-11 09:55:00+05:30,1479.3599499999998,1486.5599499999998,7.2000000000000455,1464.9599499999997,2.0,1485.1732247309967,4.75994999999989,4.74005000000011,0.6611041666666472,0.6583402777777889,2025-09-11 15:25:00+05:30,1480.63995,END_OF_DAY,False,-1.2800000000002,2.9599999,-4.2399999000002,-5.813274730996909,Q2
INFY,ORB_50,2.0,2025-09-12,SELL,2025-09-12 09:40:00+05:30,2025-09-12 09:45:00+05:30,1490.95415,1497.85415,6.900000000000091,1477.1541499999998,2.0,1501.051267823434,2.054149999999936,7.645849999999882,0.2977028985507114,1.108094202898519,2025-09-12 10:15:00+05:30,1498.603077075,STOP_LOSS,False,-7.648927075000074,2.989557227075,-10.638484302075074,-10.097117823434019,Q4_FARTHEST
INFY,ORB_50,2.0,2025-09-16,BUY,2025-09-16 15:05:00+05:30,2025-09-16 15:10:00+05:30,1481.5404,1477.6904,3.849999999999909,1489.2403999999997,2.0,1475.3674105717632,0.3596000000002277,3.540399999999863,0.0934025974026587,0.9195844155844016,2025-09-16 15:25:00+05:30,1480.6593,END_OF_DAY,False,-0.881099999999833,2.9621997,-3.843299699999833,6.1729894282368605,Q2
INFY,ORB_50,2.0,2025-09-17,BUY,2025-09-17 11:45:00+05:30,2025-09-17 11:50:00+05:30,1491.9456,1487.5456,4.400000000000091,1500.7456000000002,2.0,1486.942296286816,2.454400000000078,6.145600000000059,0.557818181818188,1.3967272727272573,2025-09-17 13:45:00+05:30,1486.8018272,STOP_LOSS,False,-5.143772800000079,2.9787474272,-8.122520227200079,5.003303713184096,Q1_CLOSEST
INFY,ORB_50,2.0,2025-09-18,SELL,2025-09-18 10:10:00+05:30,2025-09-18 10:15:00+05:30,1510.54435,1515.3943499999998,4.849999999999909,1500.84435,2.0,1517.3817158456668,4.644349999999804,9.555650000000014,0.9575979381443074,1.9702371134021015,2025-09-18 10:40:00+05:30,1516.1520471749998,STOP_LOSS,False,-5.607697174999885,3.026696397175,-8.634393572174885,-6.837365845666909,Q3
INFY,ORB_50,2.0,2025-09-19,SELL,2025-09-19 09:30:00+05:30,2025-09-19 09:35:00+05:30,1495.6518,1505.8018000000002,10.150000000000093,1475.3518,2.0,1506.1955795130252,7.751800000000003,18.848199999999903,0.7637241379310279,1.8569655172413533,2025-09-19 15:05:00+05:30,1506.5547009000002,STOP_LOSS,False,-10.902900900000075,3.0022065009000003,-13.905107400900077,-10.543779513025129,Q4_FARTHEST
INFY,ORB_50,2.0,2025-09-22,BUY,2025-09-22 09:30:00+05:30,2025-09-22 09:35:00+05:30,1476.03765,1465.23765,10.799999999999956,1497.63765,2.0,1466.7918637638854,6.562349999999924,17.23765000000003,0.6076249999999955,1.5960787037037132,2025-09-22 13:40:00+05:30,1464.505031175,STOP_LOSS,False,-11.532618824999872,2.940542681175,-14.473161506174872,9.245786236114554,Q4_FARTHEST
INFY,ORB_50,2.0,2025-09-24,SELL,2025-09-24 10:40:00+05:30,2025-09-24 10:45:00+05:30,1454.57235,1459.22235,4.650000000000091,1445.2723499999995,2.0,1459.7554977222696,3.2723499999999603,10.22765000000004,0.7037311827956766,2.1994946236558794,2025-09-24 13:35:00+05:30,1459.951961175,STOP_LOSS,False,-5.379611175000036,2.914524311175,-8.294135486175037,-5.183147722269723,Q1_CLOSEST
INFY,ORB_50,2.0,2025-09-25,SELL,2025-09-25 12:35:00+05:30,2025-09-25 12:40:00+05:30,1456.37145,1463.1714499999998,6.7999999999999545,1442.77145,2.0,1464.3853770304177,11.171449999999822,3.8285500000001775,1.642860294117632,0.5630220588235593,2025-09-25 15:25:00+05:30,1460.22975,END_OF_DAY,False,-3.8583000000000993,2.9166012,-6.7749012000001,-8.013927030417562,Q3
INFY,ORB_50,2.0,2025-09-26,SELL,2025-09-26 09:40:00+05:30,2025-09-26 09:45:00+05:30,1427.38595,1436.4859499999998,9.099999999999907,1409.18595,2.0,1434.9073322920965,16.68594999999982,7.214050000000043,1.8336208791208777,0.7927527472527599,2025-09-26 15:25:00+05:30,1422.1107000000002,END_OF_DAY,False,5.275249999999687,2.8494966500000003,2.425753349999687,-7.521382292096405,Q3
INFY,ORB_50,2.0,2025-09-29,SELL,2025-09-29 11:45:00+05:30,2025-09-29 11:50:00+05:30,1418.79025,1424.59025,5.7999999999999545,1407.19025,2.0,1428.1584068658722,12.690250000000106,7.3097499999998945,2.1879741379310698,1.2603017241379226,2025-09-29 13:20:00+05:30,1425.302545125,STOP_LOSS,False,-6.512295125000037,2.844092795125,-9.356387920125036,-9.368156865872152,Q4_FARTHEST
INFY,ORB_50,2.0,2025-09-30,SELL,2025-09-30 09:30:00+05:30,2025-09-30 09:35:00+05:30,1407.8956999999998,1411.8457,3.9500000000000455,1399.9956999999995,2.0,1412.610895488497,0.295699999999897,13.504300000000285,0.0748607594936439,3.4188101265823114,2025-09-30 09:40:00+05:30,1412.5516228499998,STOP_LOSS,False,-4.6559228500000245,2.82044732285,-7.476370172850024,-4.715195488497102,Q1_CLOSEST
INFY,ORB_50,2.0,2025-09-30,SELL,2025-09-30 14:55:00+05:30,2025-09-30 15:00:00+05:30,1409.79475,1413.74475,3.9500000000000455,1401.89475,2.0,1413.6001549318012,0.2947500000000218,3.205249999999978,0.0746202531645616,0.8114556962025168,2025-09-30 15:25:00+05:30,1412.706,END_OF_DAY,False,-2.9112499999998818,2.82250075,-5.733750749999881,-3.8054049318011494,Q1_CLOSEST
INFY,ORB_50,2.0,2025-10-01,SELL,2025-10-01 10:00:00+05:30,2025-10-01 10:05:00+05:30,1398.7003000000002,1406.5003000000002,7.799999999999954,1383.1003000000003,2.0,1403.6766801694362,1.500300000000152,20.09969999999976,0.1923461538461744,2.5768846153845995,2025-10-01 10:55:00+05:30,1407.2035501500002,STOP_LOSS,False,-8.503250149999985,2.8059038501500004,-11.309154000149986,-4.97638016943597,Q1_CLOSEST
INFY,ORB_50,2.0,2025-10-01,BUY,2025-10-01 14:40:00+05:30,2025-10-01 14:45:00+05:30,1416.60795,1408.80795,7.800000000000182,1432.2079500000004,2.0,1406.92143368486,2.192049999999881,4.207949999999983,0.2810320512820294,0.5394807692307544,2025-10-01 15:25:00+05:30,1416.4914,END_OF_DAY,False,-0.116549999999961,2.8330993500000003,-2.949649349999961,9.686516315140125,Q4_FARTHEST
INFY,ORB_50,2.0,2025-10-03,BUY,2025-10-03 09:45:00+05:30,2025-10-03 09:50:00+05:30,1413.3063,1408.9562999999998,4.350000000000136,1422.0063000000002,2.0,1407.511532024794,4.293699999999944,5.806299999999965,0.987057471264324,1.3347816091953524,2025-10-03 10:05:00+05:30,1408.25182185,STOP_LOSS,False,-5.054478150000023,2.8215581218500003,-7.8760362718500225,5.794767975206014,Q2
INFY,ORB_50,2.0,2025-10-06,BUY,2025-10-06 09:45:00+05:30,2025-10-06 09:50:00+05:30,1425.3122999999998,1419.6122999999998,5.7000000000000455,1436.7123,2.0,1420.2428115416683,22.187700000000177,5.012299999999868,3.892578947368421,0.8793508771929524,2025-10-06 13:30:00+05:30,1435.9939438499998,TARGET,False,10.68164385,2.86130624385,7.820337606150001,5.069488458331534,Q1_CLOSEST
INFY,ORB_50,2.0,2025-10-07,SELL,2025-10-07 09:35:00+05:30,2025-10-07 09:40:00+05:30,1434.3824499999998,1442.1824499999998,7.799999999999954,1418.78245,2.0,1441.8163558116923,11.18244999999979,7.217550000000074,1.4336474358974174,0.925326923076938,2025-10-07 15:25:00+05:30,1427.9136,END_OF_DAY,False,6.468849999999748,2.86229605,3.606553949999748,-7.433905811692512,Q3
INFY,ORB_50,2.0,2025-10-08,BUY,2025-10-08 09:35:00+05:30,2025-10-08 09:40:00+05:30,1457.82855,1441.7285499999998,16.100000000000136,1490.0285500000002,2.0,1451.8466025095083,8.471450000000004,7.128549999999905,0.5261770186335362,0.4427670807453319,2025-10-08 15:25:00+05:30,1459.6698,END_OF_DAY,False,1.8412500000001728,2.91749835,-1.076248349999827,5.981947490491621,Q2
INFY,ORB_50,2.0,2025-10-09,SELL,2025-10-09 09:50:00+05:30,2025-10-09 09:55:00+05:30,1462.6683,1468.8183,6.150000000000091,1450.3683,2.0,1468.2427076935312,7.168300000000045,19.23170000000005,1.1655772357723475,3.127105691056872,2025-10-09 11:05:00+05:30,1469.55270915,STOP_LOSS,False,-6.88440915000001,2.93222100915,-9.81663015915001,-5.574407693531157,Q2
INFY,ORB_50,2.0,2025-10-09,BUY,2025-10-09 14:50:00+05:30,2025-10-09 14:55:00+05:30,1479.23925,1473.08925,6.150000000000091,1491.5392500000005,2.0,1470.8934213172006,1.2607499999999163,5.939250000000129,0.2049999999999833,0.96573170731708,2025-10-09 15:25:00+05:30,1476.96115,END_OF_DAY,False,-2.278099999999995,2.9562004,-5.234300399999995,8.345828682799493,Q4_FARTHEST
INFY,ORB_50,2.0,2025-10-13,SELL,2025-10-13 10:15:00+05:30,2025-10-13 10:20:00+05:30,1460.6693,1465.6693,5.0,1450.6693,2.0,1467.0805415840205,8.669300000000021,8.830699999999979,1.7338600000000042,1.7661399999999958,2025-10-13 14:25:00+05:30,1466.40213465,STOP_LOSS,False,-5.732834650000086,2.92707143465,-8.659906084650085,-6.411241584020445,Q3
INFY,ORB_50,2.0,2025-10-14,SELL,2025-10-14 09:55:00+05:30,2025-10-14 10:00:00+05:30,1463.268,1469.818,6.5499999999999545,1450.168,2.0,1472.5211582578538,8.268000000000029,9.33199999999988,1.262290076335891,1.4247328244274724,2025-10-14 14:20:00+05:30,1470.552909,STOP_LOSS,False,-7.28490899999997,2.933820909,-10.21872990899997,-9.253158257853784,Q4_FARTHEST
INFY,ORB_50,2.0,2025-10-15,SELL,2025-10-15 09:35:00+05:30,2025-10-15 09:40:00+05:30,1445.277,1449.427,4.150000000000091,1436.977,2.0,1450.9851375382718,8.876999999999953,3.423000000000002,2.139036144578255,0.8248192771084161,2025-10-15 10:05:00+05:30,1437.6954884999998,TARGET,False,7.581511500000261,2.8829724885,4.6985390115002605,-5.708137538271785,Q2
INFY,ORB_50,2.0,2025-10-16,BUY,2025-10-16 15:00:00+05:30,2025-10-16 15:05:00+05:30,1443.5214,1436.9714,6.5499999999999545,1456.6213999999998,2.0,1436.8267165714226,0.0,10.621399999999769,0.0,1.6215877862595176,2025-10-16 15:25:00+05:30,1436.2529143,STOP_LOSS,False,-7.268485699999928,2.8797743143,-10.148260014299929,6.694683428577491,Q3
INFY,ORB_50,2.0,2025-10-17,SELL,2025-10-17 09:35:00+05:30,2025-10-17 09:40:00+05:30,1415.19205,1420.6420500000002,5.4500000000000455,1404.29205,2.0,1421.2660159477637,11.5920500000002,5.907949999999801,2.1269816513761657,1.084027522935734,2025-10-17 11:35:00+05:30,1421.352371025,STOP_LOSS,False,-6.16032102500003,2.836544421025,-8.99686544602503,-6.073965947763554,Q2
INFY,ORB_50,2.0,2025-10-20,BUY,2025-10-20 09:55:00+05:30,2025-10-20 10:00:00+05:30,1432.81605,1427.1660499999998,5.650000000000091,1444.11605,2.0,1427.7616554905385,3.0839500000001863,7.116049999999859,0.5458318584071038,1.2594778761061496,2025-10-20 10:30:00+05:30,1426.452466975,STOP_LOSS,False,-6.363583025000025,2.859268516975,-9.222851541975023,5.054394509461417,Q1_CLOSEST
INFY,ORB_50,2.0,2025-10-23,BUY,2025-10-23 09:35:00+05:30,2025-10-23 09:40:00+05:30,1492.3457999999998,1485.9457999999995,6.400000000000091,1505.1458,2.0,1485.571142697726,20.954200000000128,3.545799999999872,3.2740937499999734,0.5540312499999721,2025-10-23 10:30:00+05:30,1504.3932271,TARGET,False,12.047427100000276,2.9967390271,9.050688072900275,6.7746573022739085,Q3
INFY,ORB_50,2.0,2025-10-24,SELL,2025-10-24 10:40:00+05:30,2025-10-24 10:45:00+05:30,1487.95565,1497.6556500000002,9.700000000000044,1468.55565,2.0,1495.9284279490232,2.1556500000001506,7.644349999999804,0.222231958762901,0.788077319587605,2025-10-24 15:25:00+05:30,1492.3457999999998,END_OF_DAY,False,-4.390149999999721,2.98030145,-7.370451449999721,-7.972777949023111,Q3
INFY,ORB_50,2.0,2025-10-27,BUY,2025-10-27 09:40:00+05:30,2025-10-27 09:45:00+05:30,1480.43985,1474.03985,6.399999999999864,1493.2398499999997,2.0,1475.1055212830051,2.760150000000067,11.239849999999931,0.4312734375000197,1.756226562500027,2025-10-27 11:55:00+05:30,1473.3028300750002,STOP_LOSS,False,-7.137019924999777,2.953742680075,-10.090762605074776,5.334328716994833,Q2
INFY,ORB_50,2.0,2025-10-28,SELL,2025-10-28 10:05:00+05:30,2025-10-28 10:10:00+05:30,1462.9681500000002,1467.6181500000002,4.650000000000091,1453.66815,2.0,1469.5005733044898,4.06815000000006,8.43184999999994,0.8748709677419312,1.8133010752687688,2025-10-28 12:50:00+05:30,1468.3519590750002,STOP_LOSS,False,-5.383809075000045,2.9313201090750005,-8.315129184075046,-6.532423304489612,Q3
INFY,ORB_50,2.0,2025-10-29,BUY,2025-10-29 10:25:00+05:30,2025-10-29 10:30:00+05:30,1482.3408,1477.3908,4.949999999999818,1492.2407999999996,2.0,1473.2613391632483,5.659200000000055,6.640799999999899,1.1432727272727805,1.3415757575757865,2025-10-29 14:45:00+05:30,1476.6521046,STOP_LOSS,False,-5.688695399999915,2.9589929046,-8.647688304599914,9.07946083675165,Q4_FARTHEST
INFY,ORB_50,2.0,2025-10-30,SELL,2025-10-30 09:30:00+05:30,2025-10-30 09:35:00+05:30,1466.16655,1469.96655,3.7999999999999545,1458.5665500000002,2.0,1470.1710950760753,8.566550000000234,4.833449999999857,2.2543552631579837,1.2719605263157672,2025-10-30 09:55:00+05:30,1459.2958332750002,TARGET,False,6.870716724999966,2.925462383275,3.9452543417249655,-4.004545076075374,Q1_CLOSEST
INFY,ORB_50,2.0,2025-10-31,BUY,2025-10-31 09:40:00+05:30,2025-10-31 09:45:00+05:30,1466.03265,1461.38265,4.649999999999864,1475.3326499999996,2.0,1462.376931935314,0.0,16.73264999999992,0.0,3.598419354838798,2025-10-31 10:00:00+05:30,1460.651958675,STOP_LOSS,False,-5.380691324999816,2.926684608675,-8.307375933674816,3.655718064686198,Q1_CLOSEST
INFY,ORB_50,2.0,2025-10-31,SELL,2025-10-31 10:35:00+05:30,2025-10-31 10:40:00+05:30,1454.2725,1458.9225,4.650000000000091,1444.9725,2.0,1460.720126485901,4.972500000000082,4.527499999999918,1.069354838709674,0.973655913978458,2025-10-31 15:25:00+05:30,1451.22525,END_OF_DAY,False,3.0472500000000764,2.90549775,0.1417522500000765,-6.447626485900855,Q3
INFY,ORB_50,2.0,2025-11-03,SELL,2025-11-03 09:30:00+05:30,2025-11-03 09:35:00+05:30,1443.97765,1448.3276500000002,4.350000000000136,1435.2776499999998,2.0,1447.1009742168476,0.9776500000000397,15.822349999999917,0.2247471264367836,3.637321839080326,2025-11-03 09:45:00+05:30,1449.0518138250002,STOP_LOSS,False,-5.0741638250001415,2.8930294638250005,-7.967193288825141,-3.12332421684755,Q1_CLOSEST
INFY,ORB_50,2.0,2025-11-03,BUY,2025-11-03 11:15:00+05:30,2025-11-03 11:20:00+05:30,1454.3267999999998,1449.9768,4.349999999999909,1463.0267999999996,2.0,1449.147639443597,5.4732000000001335,9.526799999999866,1.2582068965517812,2.1900689655172565,2025-11-03 11:50:00+05:30,1449.2518116,STOP_LOSS,False,-5.074988399999938,2.9035786116,-7.978567011599939,5.179160556402849,Q1_CLOSEST
INFY,ORB_50,2.0,2025-11-04,SELL,2025-11-04 09:50:00+05:30,2025-11-04 09:55:00+05:30,1441.77875,1445.62875,3.849999999999909,1434.07875,2.0,1444.8456957801504,9.878749999999854,5.321249999999964,2.5659090909091136,1.3821428571428804,2025-11-04 10:20:00+05:30,1446.351564375,STOP_LOSS,False,-4.572814375000007,2.888130314375,-7.460944689375007,-3.0669457801504905,Q1_CLOSEST
INFY,ORB_50,2.0,2025-11-06,SELL,2025-11-06 09:35:00+05:30,2025-11-06 09:40:00+05:30,1441.57885,1445.47885,3.900000000000091,1433.7788499999997,2.0,1446.3777914572297,10.678849999999784,5.621150000000171,2.7381666666665474,1.4413205128205229,2025-11-06 12:45:00+05:30,1446.201589425,STOP_LOSS,False,-4.622739425000191,2.887780439425,-7.5105198644251905,-4.798941457229603,Q1_CLOSEST
INFY,ORB_50,2.0,2025-11-07,SELL,2025-11-07 09:30:00+05:30,2025-11-07 09:35:00+05:30,1419.0901,1430.8401,11.75,1395.5901,2.0,1427.0277773973878,0.6900999999998021,30.409900000000107,0.0587319148936001,2.58807659574469,2025-11-07 11:10:00+05:30,1431.5555200499998,STOP_LOSS,False,-12.46542004999992,2.85064562005,-15.31606567004992,-7.937677397387915,Q3
INFY,ORB_50,2.0,2025-11-07,BUY,2025-11-07 13:30:00+05:30,2025-11-07 13:35:00+05:30,1445.62245,1433.87245,11.75,1469.12245,2.0,1430.442401682685,3.877549999999928,3.822450000000117,0.3300042553191428,0.3253148936170312,2025-11-07 15:25:00+05:30,1445.97665,END_OF_DAY,False,0.3541999999999916,2.8915991000000005,-2.537399100000009,15.18004831731514,Q4_FARTHEST
INFY,ORB_50,2.0,2025-11-10,BUY,2025-11-10 10:15:00+05:30,2025-11-10 10:20:00+05:30,1475.23725,1468.48725,6.75,1488.73725,2.0,1467.6895345804924,12.562750000000053,0.7372499999999036,1.861148148148156,0.1092222222222079,2025-11-10 15:25:00+05:30,1481.95865,END_OF_DAY,False,6.721400000000131,2.9571959,3.7642041000001303,7.54771541950754,Q3
INFY,ORB_50,2.0,2025-11-11,SELL,2025-11-11 09:35:00+05:30,2025-11-11 09:40:00+05:30,1480.0596,1486.6596,6.599999999999909,1466.8596000000002,2.0,1487.1865091931788,0.9596000000001368,20.840400000000045,0.1453939393939621,3.157636363636414,2025-11-11 10:00:00+05:30,1487.4029298,STOP_LOSS,False,-7.343329799999992,2.9674625298,-10.310792329799993,-7.12690919317879,Q3
INFY,ORB_50,2.0,2025-11-11,BUY,2025-11-11 14:15:00+05:30,2025-11-11 14:20:00+05:30,1498.8490499999998,1492.24905,6.599999999999909,1512.0490499999996,2.0,1488.8451994741645,2.0509500000002845,3.2490499999998974,0.3107500000000474,0.4922803030302943,2025-11-11 15:25:00+05:30,1498.35045,END_OF_DAY,False,-0.4985999999998967,2.9971995,-3.4957994999998965,10.003850525835333,Q4_FARTHEST
INFY,ORB_50,2.0,2025-11-12,BUY,2025-11-12 09:55:00+05:30,2025-11-12 10:00:00+05:30,1518.8590499999998,1513.5090499999997,5.350000000000136,1529.55905,2.0,1513.8759696627392,7.340950000000248,4.059049999999843,1.3721401869158991,0.7587009345793906,2025-11-12 15:25:00+05:30,1518.34045,END_OF_DAY,False,-0.5185999999998785,3.0371995,-3.5557994999998783,4.983080337260617,Q1_CLOSEST
INFY,ORB_50,2.0,2025-11-14,SELL,2025-11-14 09:35:00+05:30,2025-11-14 09:40:00+05:30,1480.6593,1488.0093,7.349999999999909,1465.9593000000002,2.0,1486.4315191660592,23.35930000000008,0.9406999999998789,3.1781360544218185,0.1279863945578082,2025-11-14 12:35:00+05:30,1466.6922796500005,TARGET,False,13.967020349999755,2.9473515796500007,11.019668770349757,-5.772219166059131,Q2
INFY,ORB_50,2.0,2025-11-17,BUY,2025-11-17 13:55:00+05:30,2025-11-17 14:00:00+05:30,1474.43685,1468.18685,6.25,1486.93685,2.0,1468.2404651772786,3.763149999999996,2.636850000000095,0.6021039999999993,0.4218960000000152,2025-11-17 15:25:00+05:30,1474.36245,END_OF_DAY,False,-0.074400000000196,2.9487993,-3.023199300000196,6.196384822721484,Q2
INFY,ORB_50,2.0,2025-11-18,SELL,2025-11-18 09:40:00+05:30,2025-11-18 09:45:00+05:30,1460.56935,1465.66935,5.099999999999909,1450.3693500000002,2.0,1466.0877012441706,8.769350000000031,2.7306499999999687,1.7194803921568995,0.5354215686274544,2025-11-18 15:25:00+05:30,1456.02765,END_OF_DAY,False,4.541699999999992,2.916597,1.6251029999999915,-5.518351244170617,Q2
INFY,ORB_50,2.0,2025-11-19,BUY,2025-11-19 09:30:00+05:30,2025-11-19 09:35:00+05:30,1477.83855,1469.23855,8.599999999999909,1495.0385499999998,2.0,1471.4014808695622,32.46145000000001,3.93854999999985,3.774587209302367,0.4579709302325455,2025-11-19 10:05:00+05:30,1494.2910307249997,TARGET,False,16.45248072499976,2.972129580725,13.48035114427476,6.437069130437749,Q3
