trade_date,symbol,entries,buys,sells
2026-07-06,SUZLON,2,1,1
2026-07-06,TMPV,6,3,3
2026-07-07,ASHOKLEY,1,1,0
2026-07-07,ICICIBANK,7,3,4
2026-07-07,INFY,3,1,2
2026-07-07,OLAELEC,4,2,2
2026-07-07,RELIANCE,7,3,4
2026-07-07,SUZLON,5,2,3
2026-07-07,TMPV,3,1,2
2026-07-08,ASHOKLEY,2,1,1
2026-07-08,ICICIBANK,2,1,1
2026-07-08,INFY,2,1,1
2026-07-08,OLAELEC,3,1,2
2026-07-08,RELIANCE,2,1,1
2026-07-08,SUZLON,4,2,2
2026-07-08,TMPV,2,1,1
2026-07-09,ASHOKLEY,2,1,1
2026-07-09,ICICIBANK,4,2,2
2026-07-09,INFY,2,1,1
2026-07-09,OLAELEC,2,1,1
2026-07-09,RELIANCE,4,2,2
2026-07-09,SUZLON,6,3,3
2026-07-09,TMPV,2,1,1
2026-07-10,ASHOKLEY,5,3,2
2026-07-10,ICICIBANK,4,2,2
2026-07-10,INFY,2,1,1
2026-07-10,OLAELEC,2,1,1
2026-07-10,RELIANCE,1,1,0
2026-07-10,SUZLON,4,2,2
2026-07-10,TMPV,3,2,1
2026-07-13,ASHOKLEY,2,1,1
2026-07-13,ICICIBANK,3,2,1
2026-07-13,INFY,4,2,2
2026-07-13,OLAELEC,4,2,2
2026-07-13,RELIANCE,5,2,3
2026-07-13,SUZLON,6,3,3
2026-07-13,TMPV,2,1,1
2026-07-14,ASHOKLEY,4,2,2
2026-07-14,ICICIBANK,4,2,2
2026-07-14,INFY,6,3,3
2026-07-14,RELIANCE,4,2,2
2026-07-14,SUZLON,4,2,2
2026-07-14,TMPV,1,0,1
2026-07-15,ASHOKLEY,5,2,3
2026-07-15,ICICIBANK,4,2,2
2026-07-15,INFY,4,2,2
2026-07-15,OLAELEC,2,1,1
2026-07-15,RELIANCE,2,1,1
2026-07-15,SUZLON,2,1,1
2026-07-15,TMPV,9,5,4
2026-07-16,ASHOKLEY,2,1,1
2026-07-16,ICICIBANK,6,3,3
2026-07-16,INFY,2,1,1
2026-07-16,OLAELEC,2,1,1
2026-07-16,RELIANCE,2,1,1
2026-07-16,SUZLON,2,1,1
2026-07-16,TMPV,1,0,1
2026-07-17,ASHOKLEY,7,4,3
2026-07-17,ICICIBANK,2,1,1
2026-07-17,INFY,6,3,3
2026-07-17,OLAELEC,1,1,0
2026-07-17,RELIANCE,3,2,1
2026-07-17,SUZLON,1,1,0
2026-07-17,TMPV,3,2,1
2026-07-20,ASHOKLEY,4,2,2
2026-07-20,ICICIBANK,4,2,2
2026-07-20,INFY,2,1,1
2026-07-20,OLAELEC,3,1,2
2026-07-20,RELIANCE,5,2,3
2026-07-20,SUZLON,2,1,1
2026-07-20,TMPV,2,1,1
2026-07-21,ASHOKLEY,6,3,3
2026-07-21,ICICIBANK,5,2,3
2026-07-21,INFY,3,2,1
2026-07-21,OLAELEC,4,2,2
2026-07-21,SUZLON,3,1,2
2026-07-21,TMPV,2,1,1
2026-07-22,ASHOKLEY,8,4,4
2026-07-22,ICICIBANK,2,1,1
2026-07-22,INFY,2,1,1
2026-07-22,RELIANCE,4,2,2
2026-07-22,SUZLON,3,2,1
2026-07-22,TMPV,3,1,2
2026-07-23,ASHOKLEY,2,1,1
2026-07-23,ICICIBANK,5,3,2
2026-07-23,INFY,6,3,3
2026-07-23,OLAELEC,6,3,3
2026-07-23,RELIANCE,2,1,1
2026-07-23,SUZLON,7,3,4
2026-07-23,TMPV,6,3,3
2026-07-24,ASHOKLEY,1,1,0
2026-07-24,ICICIBANK,3,1,2
2026-07-24,INFY,2,1,1
2026-07-24,OLAELEC,3,2,1
2026-07-24,RELIANCE,4,2,2
2026-07-24,SUZLON,5,3,2
2026-07-24,TMPV,2,1,1
2026-07-27,ASHOKLEY,2,1,1
2026-07-27,ICICIBANK,3,2,1
2026-07-27,INFY,2,1,1
2026-07-27,OLAELEC,4,2,2
2026-07-27,RELIANCE,5,3,2
2026-07-27,TMPV,4,2,2
2026-07-28,ASHOKLEY,3,1,2
2026-07-28,ICICIBANK,2,1,1
2026-07-28,INFY,1,0,1
2026-07-28,OLAELEC,5,2,3
2026-07-28,RELIANCE,3,1,2
2026-07-28,SUZLON,3,1,2
2026-07-28,TMPV,2,1,1
2026-07-29,ASHOKLEY,5,2,3
2026-07-29,ICICIBANK,6,3,3
2026-07-29,INFY,5,3,2
2026-07-29,OLAELEC,3,2,1
2026-07-29,RELIANCE,4,2,2
2026-07-29,SUZLON,1,1,0
2026-07-29,TMPV,3,2,1
2026-07-30,ASHOKLEY,5,3,2
2026-07-30,ICICIBANK,1,1,0
2026-07-30,INFY,4,2,2
2026-07-30,OLAELEC,7,3,4
2026-07-30,RELIANCE,3,2,1
2026-07-30,SUZLON,4,2,2
2026-07-30,TMPV,2,1,1
2026-07-31,ICICIBANK,6,3,3
2026-07-31,INFY,2,1,1
2026-07-31,OLAELEC,3,2,1
2026-07-31,SUZLON,6,3,3
2026-08-03,ASHOKLEY,1,1,0
2026-08-03,ICICIBANK,5,2,3
2026-08-03,INFY,1,1,0
2026-08-03,OLAELEC,3,1,2
2026-08-03,RELIANCE,3,1,2
2026-08-03,SUZLON,5,2,3
2026-08-03,TMPV,1,0,1
2026-08-04,ASHOKLEY,2,1,1
2026-08-04,ICICIBANK,3,2,1
2026-08-04,INFY,3,1,2
2026-08-04,OLAELEC,2,1,1
2026-08-04,RELIANCE,2,1,1
2026-08-04,SUZLON,4,2,2
2026-08-04,TMPV,6,3,3
2026-08-05,ASHOKLEY,1,0,1
2026-08-05,ICICIBANK,2,1,1
2026-08-05,INFY,2,1,1
2026-08-05,OLAELEC,9,5,4
2026-08-05,RELIANCE,2,1,1
2026-08-05,SUZLON,4,2,2
2026-08-05,TMPV,2,1,1
2026-08-06,ASHOKLEY,3,2,1
2026-08-06,ICICIBANK,2,1,1
2026-08-06,INFY,5,2,3
2026-08-06,OLAELEC,7,3,4
2026-08-06,RELIANCE,1,1,0
2026-08-06,SUZLON,3,2,1
2026-08-07,ASHOKLEY,6,3,3
2026-08-07,ICICIBANK,1,0,1
2026-08-07,INFY,7,4,3
2026-08-07,OLAELEC,1,1,0
2026-08-07,RELIANCE,4,2,2
2026-08-07,SUZLON,2,1,1
2026-08-07,TMPV,3,2,1
2026-08-10,ASHOKLEY,3,1,2
2026-08-10,ICICIBANK,5,3,2
2026-08-10,INFY,5,2,3
2026-08-10,OLAELEC,2,1,1
2026-08-10,RELIANCE,5,2,3
2026-08-10,SUZLON,1,1,0
2026-08-10,TMPV,1,0,1
2026-08-11,ASHOKLEY,2,1,1
2026-08-11,ICICIBANK,4,2,2
2026-08-11,INFY,4,2,2
2026-08-11,OLAELEC,8,4,4
2026-08-11,RELIANCE,1,1,0
2026-08-11,SUZLON,7,3,4
2026-08-11,TMPV,3,2,1
2026-08-12,ASHOKLEY,7,4,3
2026-08-12,ICICIBANK,2,1,1
2026-08-12,INFY,3,2,1
2026-08-12,OLAELEC,5,3,2
2026-08-12,RELIANCE,1,1,0
2026-08-12,SUZLON,3,2,1
2026-08-12,TMPV,2,1,1
2026-08-13,ASHOKLEY,1,0,1
2026-08-13,ICICIBANK,1,0,1
2026-08-13,INFY,3,1,2
2026-08-13,OLAELEC,5,2,3
2026-08-13,RELIANCE,3,1,2
2026-08-13,SUZLON,4,2,2
2026-08-13,TMPV,2,1,1
2026-08-14,ASHOKLEY,6,3,3
2026-08-14,ICICIBANK,3,2,1
2026-08-14,INFY,9,5,4
2026-08-14,OLAELEC,1,1,0
2026-08-14,RELIANCE,1,1,0
2026-08-14,SUZLON,3,1,2
2026-08-14,TMPV,5,2,3
