trade_date,symbol,entries,buys,sells
2026-01-23,INFY,4,2,2
2026-01-23,OLAELEC,1,0,1
2026-01-23,RELIANCE,1,0,1
2026-01-23,SUZLON,1,0,1
2026-01-23,TMPV,5,2,3
2026-01-27,ASHOKLEY,3,2,1
2026-01-27,ICICIBANK,1,1,0
2026-01-27,INFY,4,2,2
2026-01-27,OLAELEC,1,1,0
2026-01-27,RELIANCE,6,3,3
2026-01-27,SUZLON,3,2,1
2026-01-27,TMPV,3,2,1
2026-01-28,ASHOKLEY,2,1,1
2026-01-28,ICICIBANK,4,2,2
2026-01-28,INFY,4,2,2
2026-01-28,OLAELEC,4,2,2
2026-01-28,RELIANCE,3,2,1
2026-01-28,SUZLON,2,1,1
2026-01-28,TMPV,2,1,1
2026-01-29,ASHOKLEY,4,2,2
2026-01-29,ICICIBANK,2,1,1
2026-01-29,INFY,5,2,3
2026-01-29,OLAELEC,2,1,1
2026-01-29,RELIANCE,5,2,3
2026-01-29,SUZLON,2,1,1
2026-01-29,TMPV,2,1,1
2026-01-30,ASHOKLEY,6,3,3
2026-01-30,ICICIBANK,5,2,3
2026-01-30,INFY,3,2,1
2026-01-30,OLAELEC,3,1,2
2026-01-30,RELIANCE,3,2,1
2026-01-30,SUZLON,6,3,3
2026-01-30,TMPV,7,3,4
2026-02-01,ASHOKLEY,5,2,3
2026-02-01,ICICIBANK,2,1,1
2026-02-01,INFY,5,2,3
2026-02-01,OLAELEC,3,1,2
2026-02-01,RELIANCE,1,0,1
2026-02-01,SUZLON,1,0,1
2026-02-01,TMPV,2,1,1
2026-02-02,ASHOKLEY,1,1,0
2026-02-02,ICICIBANK,9,5,4
2026-02-02,INFY,1,1,0
2026-02-02,OLAELEC,1,1,0
2026-02-02,RELIANCE,3,2,1
2026-02-02,SUZLON,1,1,0
2026-02-02,TMPV,1,1,0
2026-02-03,ASHOKLEY,2,1,1
2026-02-03,ICICIBANK,1,0,1
2026-02-03,INFY,1,0,1
2026-02-03,OLAELEC,3,1,2
2026-02-03,RELIANCE,1,0,1
2026-02-03,SUZLON,4,2,2
2026-02-03,TMPV,5,2,3
2026-02-04,ASHOKLEY,1,0,1
2026-02-04,ICICIBANK,1,1,0
2026-02-04,INFY,1,1,0
2026-02-04,OLAELEC,1,1,0
2026-02-04,RELIANCE,5,3,2
2026-02-04,SUZLON,2,1,1
2026-02-04,TMPV,5,3,2
2026-02-05,ASHOKLEY,9,5,4
2026-02-05,ICICIBANK,6,3,3
2026-02-05,INFY,3,1,2
2026-02-05,OLAELEC,5,2,3
2026-02-05,RELIANCE,2,1,1
2026-02-05,SUZLON,3,1,2
2026-02-05,TMPV,2,1,1
2026-02-06,ASHOKLEY,4,2,2
2026-02-06,ICICIBANK,3,2,1
2026-02-06,INFY,3,2,1
2026-02-06,OLAELEC,4,2,2
2026-02-06,RELIANCE,6,3,3
2026-02-06,SUZLON,3,2,1
2026-02-06,TMPV,4,2,2
2026-02-09,ICICIBANK,2,1,1
2026-02-09,INFY,4,2,2
2026-02-09,OLAELEC,5,2,3
2026-02-09,RELIANCE,3,1,2
2026-02-09,SUZLON,3,1,2
2026-02-09,TMPV,4,2,2
2026-02-10,ASHOKLEY,6,3,3
2026-02-10,ICICIBANK,2,1,1
2026-02-10,INFY,5,2,3
2026-02-10,OLAELEC,2,1,1
2026-02-10,RELIANCE,5,3,2
2026-02-10,SUZLON,4,2,2
2026-02-10,TMPV,1,0,1
2026-02-11,ASHOKLEY,1,0,1
2026-02-11,ICICIBANK,8,4,4
2026-02-11,OLAELEC,5,3,2
2026-02-11,SUZLON,1,1,0
2026-02-11,TMPV,4,2,2
2026-02-12,ASHOKLEY,3,2,1
2026-02-12,OLAELEC,1,0,1
2026-02-12,RELIANCE,1,0,1
2026-02-12,SUZLON,3,1,2
2026-02-12,TMPV,7,4,3
2026-02-13,ASHOKLEY,3,1,2
2026-02-13,ICICIBANK,5,2,3
2026-02-13,INFY,3,2,1
2026-02-13,OLAELEC,4,2,2
2026-02-13,TMPV,3,1,2
2026-02-16,ASHOKLEY,3,2,1
2026-02-16,ICICIBANK,2,1,1
2026-02-16,INFY,6,3,3
2026-02-16,OLAELEC,2,1,1
2026-02-16,RELIANCE,1,1,0
2026-02-16,SUZLON,3,2,1
2026-02-16,TMPV,1,1,0
2026-02-17,ASHOKLEY,2,1,1
2026-02-17,ICICIBANK,4,2,2
2026-02-17,INFY,1,0,1
2026-02-17,OLAELEC,2,1,1
2026-02-17,RELIANCE,6,3,3
2026-02-17,SUZLON,3,1,2
2026-02-17,TMPV,4,2,2
2026-02-18,ASHOKLEY,3,1,2
2026-02-18,ICICIBANK,8,4,4
2026-02-18,INFY,3,2,1
2026-02-18,OLAELEC,3,2,1
2026-02-18,RELIANCE,2,1,1
2026-02-18,SUZLON,7,4,3
2026-02-18,TMPV,4,2,2
2026-02-19,ASHOKLEY,4,2,2
2026-02-19,ICICIBANK,1,0,1
2026-02-19,INFY,1,0,1
2026-02-19,OLAELEC,3,1,2
2026-02-19,RELIANCE,1,0,1
2026-02-19,SUZLON,1,0,1
2026-02-19,TMPV,1,0,1
2026-02-20,ASHOKLEY,3,2,1
2026-02-20,ICICIBANK,6,3,3
2026-02-20,INFY,2,1,1
2026-02-20,RELIANCE,8,4,4
2026-02-20,TMPV,5,3,2
2026-02-23,ASHOKLEY,10,5,5
2026-02-23,ICICIBANK,5,3,2
2026-02-23,INFY,1,1,0
2026-02-23,OLAELEC,2,1,1
2026-02-23,RELIANCE,7,4,3
2026-02-23,SUZLON,5,3,2
2026-02-23,TMPV,6,3,3
2026-02-24,ASHOKLEY,14,7,7
2026-02-24,ICICIBANK,3,1,2
2026-02-24,INFY,4,2,2
2026-02-24,OLAELEC,4,2,2
2026-02-24,RELIANCE,4,2,2
2026-02-24,SUZLON,8,4,4
2026-02-24,TMPV,8,4,4
2026-02-25,ASHOKLEY,2,1,1
2026-02-25,ICICIBANK,2,1,1
2026-02-25,INFY,1,0,1
2026-02-25,OLAELEC,3,2,1
2026-02-25,RELIANCE,1,0,1
2026-02-25,SUZLON,2,1,1
2026-02-25,TMPV,3,1,2
2026-02-26,ASHOKLEY,4,2,2
2026-02-26,ICICIBANK,3,2,1
2026-02-26,INFY,4,2,2
2026-02-26,OLAELEC,1,0,1
2026-02-26,RELIANCE,5,3,2
2026-02-26,SUZLON,2,1,1
2026-02-26,TMPV,3,2,1
2026-02-27,ASHOKLEY,3,1,2
2026-02-27,ICICIBANK,2,1,1
2026-02-27,INFY,4,2,2
2026-02-27,OLAELEC,2,1,1
2026-02-27,RELIANCE,3,1,2
2026-02-27,SUZLON,7,3,4
2026-02-27,TMPV,5,2,3
2026-03-02,ASHOKLEY,3,2,1
2026-03-02,ICICIBANK,5,3,2
2026-03-02,INFY,1,1,0
2026-03-02,OLAELEC,1,1,0
2026-03-02,RELIANCE,1,1,0
2026-03-02,SUZLON,1,1,0
2026-03-02,TMPV,1,1,0
2026-03-04,ASHOKLEY,2,1,1
2026-03-04,ICICIBANK,2,1,1
2026-03-04,INFY,4,2,2
2026-03-04,OLAELEC,7,3,4
2026-03-04,RELIANCE,4,2,2
2026-03-04,SUZLON,3,1,2
2026-03-04,TMPV,3,1,2
2026-03-05,ASHOKLEY,4,2,2
2026-03-05,ICICIBANK,4,2,2
2026-03-05,INFY,4,2,2
2026-03-05,OLAELEC,6,3,3
2026-03-05,RELIANCE,2,1,1
2026-03-05,SUZLON,5,3,2
2026-03-05,TMPV,5,3,2
2026-03-06,ASHOKLEY,1,0,1
2026-03-06,ICICIBANK,1,0,1
2026-03-06,INFY,3,1,2
2026-03-06,OLAELEC,5,2,3
2026-03-06,RELIANCE,3,1,2
2026-03-06,SUZLON,1,0,1
2026-03-06,TMPV,3,1,2
2026-03-09,ASHOKLEY,3,2,1
2026-03-09,ICICIBANK,1,1,0
2026-03-09,INFY,5,3,2
2026-03-09,OLAELEC,1,1,0
2026-03-09,RELIANCE,3,2,1
2026-03-09,SUZLON,3,2,1
2026-03-09,TMPV,1,1,0
2026-03-10,ASHOKLEY,4,2,2
2026-03-10,ICICIBANK,4,2,2
2026-03-10,INFY,2,1,1
2026-03-10,OLAELEC,2,1,1
2026-03-10,RELIANCE,7,3,4
2026-03-10,TMPV,2,1,1
2026-03-11,ASHOKLEY,1,0,1
2026-03-11,ICICIBANK,5,2,3
2026-03-11,INFY,1,0,1
2026-03-11,OLAELEC,3,1,2
2026-03-11,RELIANCE,6,3,3
2026-03-11,SUZLON,5,2,3
2026-03-11,TMPV,1,0,1
2026-03-12,ASHOKLEY,2,1,1
2026-03-12,ICICIBANK,4,2,2
2026-03-12,INFY,4,2,2
2026-03-12,OLAELEC,5,3,2
2026-03-12,RELIANCE,4,2,2
2026-03-12,SUZLON,2,1,1
2026-03-12,TMPV,4,2,2
2026-03-13,ASHOKLEY,1,1,0
2026-03-13,ICICIBANK,4,2,2
2026-03-13,INFY,2,1,1
2026-03-13,OLAELEC,3,1,2
2026-03-13,RELIANCE,4,2,2
2026-03-13,SUZLON,3,2,1
2026-03-13,TMPV,1,1,0
2026-03-16,ASHOKLEY,6,3,3
2026-03-16,ICICIBANK,1,1,0
2026-03-16,INFY,1,1,0
2026-03-16,OLAELEC,5,3,2
2026-03-16,RELIANCE,5,3,2
2026-03-16,SUZLON,7,3,4
2026-03-16,TMPV,2,1,1
2026-03-17,ASHOKLEY,3,2,1
2026-03-17,ICICIBANK,2,1,1
2026-03-17,INFY,10,5,5
2026-03-17,OLAELEC,1,0,1
2026-03-17,RELIANCE,3,1,2
2026-03-17,SUZLON,3,2,1
2026-03-17,TMPV,2,1,1
2026-03-18,ASHOKLEY,3,1,2
2026-03-18,ICICIBANK,3,1,2
2026-03-18,INFY,1,0,1
2026-03-18,OLAELEC,4,2,2
2026-03-18,RELIANCE,4,2,2
2026-03-18,SUZLON,2,1,1
2026-03-18,TMPV,1,0,1
2026-03-19,ICICIBANK,4,2,2
2026-03-19,RELIANCE,2,1,1
2026-03-19,SUZLON,3,1,2
2026-03-20,ASHOKLEY,3,2,1
2026-03-20,ICICIBANK,4,2,2
2026-03-20,INFY,3,2,1
2026-03-20,OLAELEC,11,6,5
2026-03-20,RELIANCE,4,2,2
2026-03-20,SUZLON,6,3,3
2026-03-20,TMPV,5,3,2
2026-03-23,ASHOKLEY,3,1,2
2026-03-23,ICICIBANK,2,1,1
2026-03-23,INFY,6,3,3
2026-03-23,OLAELEC,3,1,2
2026-03-23,RELIANCE,1,1,0
2026-03-23,SUZLON,2,1,1
2026-03-23,TMPV,5,2,3
2026-03-24,ASHOKLEY,3,2,1
2026-03-24,ICICIBANK,3,2,1
2026-03-24,INFY,1,0,1
2026-03-24,OLAELEC,4,2,2
2026-03-24,RELIANCE,3,1,2
2026-03-24,SUZLON,5,3,2
2026-03-24,TMPV,4,2,2
2026-03-25,ASHOKLEY,3,1,2
2026-03-25,ICICIBANK,1,0,1
2026-03-25,INFY,4,2,2
2026-03-25,OLAELEC,3,2,1
2026-03-25,RELIANCE,1,0,1
2026-03-25,SUZLON,1,0,1
2026-03-25,TMPV,4,2,2
2026-03-27,ASHOKLEY,4,2,2
2026-03-27,ICICIBANK,2,1,1
2026-03-27,INFY,6,3,3
2026-03-27,OLAELEC,7,4,3
2026-03-27,SUZLON,4,2,2
2026-03-27,TMPV,1,1,0
2026-03-30,ASHOKLEY,2,1,1
2026-03-30,ICICIBANK,4,2,2
2026-03-30,INFY,2,1,1
2026-03-30,OLAELEC,3,1,2
2026-03-30,RELIANCE,4,2,2
2026-03-30,SUZLON,2,1,1
2026-03-30,TMPV,4,2,2
2026-04-01,ASHOKLEY,6,3,3
2026-04-01,ICICIBANK,6,3,3
2026-04-01,INFY,2,1,1
2026-04-01,OLAELEC,1,1,0
2026-04-01,RELIANCE,2,1,1
2026-04-01,SUZLON,2,1,1
2026-04-01,TMPV,4,2,2
2026-04-02,ASHOKLEY,1,1,0
2026-04-02,ICICIBANK,1,1,0
2026-04-02,INFY,3,2,1
2026-04-02,OLAELEC,4,2,2
2026-04-02,RELIANCE,1,1,0
2026-04-02,SUZLON,3,2,1
2026-04-02,TMPV,1,1,0
2026-04-06,ASHOKLEY,6,3,3
2026-04-06,ICICIBANK,2,1,1
2026-04-06,INFY,3,1,2
2026-04-06,OLAELEC,2,1,1
2026-04-06,RELIANCE,4,2,2
2026-04-06,SUZLON,2,1,1
2026-04-07,ASHOKLEY,2,1,1
2026-04-07,ICICIBANK,4,2,2
2026-04-07,INFY,5,3,2
2026-04-07,OLAELEC,5,2,3
2026-04-07,RELIANCE,8,4,4
2026-04-07,SUZLON,4,2,2
2026-04-07,TMPV,4,2,2
2026-04-08,ICICIBANK,4,2,2
2026-04-08,INFY,4,2,2
2026-04-08,OLAELEC,2,1,1
2026-04-08,RELIANCE,2,1,1
2026-04-09,ASHOKLEY,4,2,2
2026-04-09,ICICIBANK,1,0,1
2026-04-09,INFY,4,2,2
2026-04-09,OLAELEC,1,1,0
2026-04-09,RELIANCE,1,0,1
2026-04-09,SUZLON,4,2,2
2026-04-09,TMPV,3,1,2
2026-04-10,ICICIBANK,5,3,2
2026-04-10,INFY,4,2,2
2026-04-10,OLAELEC,2,1,1
2026-04-10,RELIANCE,7,4,3
2026-04-10,SUZLON,2,1,1
2026-04-10,TMPV,1,1,0
2026-04-13,ASHOKLEY,3,1,2
2026-04-13,ICICIBANK,2,1,1
2026-04-13,INFY,4,2,2
2026-04-13,OLAELEC,2,1,1
2026-04-13,RELIANCE,3,1,2
2026-04-13,SUZLON,7,3,4
2026-04-13,TMPV,2,1,1
2026-04-15,ASHOKLEY,2,1,1
2026-04-15,ICICIBANK,6,3,3
2026-04-15,INFY,4,2,2
2026-04-15,OLAELEC,1,0,1
2026-04-15,RELIANCE,3,2,1
2026-04-15,SUZLON,1,1,0
2026-04-15,TMPV,2,1,1
2026-04-16,ASHOKLEY,7,4,3
2026-04-16,ICICIBANK,3,1,2
2026-04-16,INFY,2,1,1
2026-04-16,OLAELEC,3,2,1
2026-04-16,RELIANCE,6,3,3
2026-04-16,SUZLON,5,3,2
2026-04-16,TMPV,2,1,1
2026-04-17,ASHOKLEY,4,2,2
2026-04-17,ICICIBANK,3,2,1
2026-04-17,INFY,4,2,2
2026-04-17,OLAELEC,1,0,1
2026-04-17,RELIANCE,2,1,1
2026-04-17,SUZLON,2,1,1
2026-04-17,TMPV,2,1,1
2026-04-20,ASHOKLEY,3,1,2
2026-04-20,ICICIBANK,3,1,2
2026-04-20,INFY,3,1,2
2026-04-20,RELIANCE,7,3,4
2026-04-20,SUZLON,4,2,2
2026-04-20,TMPV,5,2,3
2026-04-21,ASHOKLEY,2,1,1
2026-04-21,ICICIBANK,1,1,0
2026-04-21,INFY,3,2,1
2026-04-21,RELIANCE,2,1,1
2026-04-21,SUZLON,3,2,1
2026-04-21,TMPV,4,2,2
2026-04-22,ASHOKLEY,2,1,1
2026-04-22,ICICIBANK,3,1,2
2026-04-22,INFY,2,1,1
2026-04-22,OLAELEC,4,2,2
2026-04-22,RELIANCE,5,3,2
2026-04-22,SUZLON,2,1,1
2026-04-22,TMPV,2,1,1
2026-04-23,ICICIBANK,2,1,1
2026-04-23,INFY,1,0,1
2026-04-23,OLAELEC,1,0,1
2026-04-23,RELIANCE,5,2,3
2026-04-23,SUZLON,5,2,3
2026-04-24,ASHOKLEY,3,2,1
2026-04-24,OLAELEC,3,2,1
2026-04-24,SUZLON,3,2,1
2026-04-24,TMPV,3,2,1
2026-04-27,ASHOKLEY,9,4,5
2026-04-27,ICICIBANK,6,3,3
2026-04-27,INFY,6,3,3
2026-04-27,OLAELEC,1,0,1
2026-04-27,RELIANCE,1,1,0
2026-04-27,TMPV,3,1,2
2026-04-28,ASHOKLEY,4,2,2
2026-04-28,OLAELEC,2,1,1
2026-04-28,SUZLON,6,3,3
2026-04-28,TMPV,5,3,2
2026-04-29,ASHOKLEY,4,2,2
2026-04-29,ICICIBANK,4,2,2
2026-04-29,INFY,2,1,1
2026-04-29,OLAELEC,7,4,3
2026-04-29,RELIANCE,2,1,1
2026-04-29,SUZLON,3,1,2
2026-04-29,TMPV,3,1,2
2026-04-30,ASHOKLEY,3,2,1
2026-04-30,ICICIBANK,2,1,1
2026-04-30,INFY,4,2,2
2026-04-30,OLAELEC,4,2,2
2026-04-30,RELIANCE,2,1,1
2026-04-30,SUZLON,5,3,2
2026-04-30,TMPV,1,1,0
2026-05-04,ASHOKLEY,10,5,5
2026-05-04,ICICIBANK,4,2,2
2026-05-04,INFY,2,1,1
2026-05-04,OLAELEC,3,1,2
2026-05-04,SUZLON,4,2,2
2026-05-04,TMPV,5,2,3
2026-05-05,ASHOKLEY,7,3,4
2026-05-05,ICICIBANK,2,1,1
2026-05-05,INFY,3,2,1
2026-05-05,OLAELEC,1,0,1
2026-05-05,RELIANCE,4,2,2
2026-05-05,SUZLON,3,1,2
2026-05-05,TMPV,2,1,1
2026-05-06,ASHOKLEY,3,2,1
2026-05-06,ICICIBANK,3,2,1
2026-05-06,INFY,3,1,2
2026-05-06,OLAELEC,1,1,0
2026-05-06,RELIANCE,3,1,2
2026-05-06,SUZLON,1,1,0
2026-05-06,TMPV,3,2,1
2026-05-07,ASHOKLEY,1,0,1
2026-05-07,ICICIBANK,7,3,4
2026-05-07,INFY,6,3,3
2026-05-07,OLAELEC,1,0,1
2026-05-07,RELIANCE,4,2,2
2026-05-07,SUZLON,2,1,1
2026-05-07,TMPV,3,1,2
2026-05-08,ASHOKLEY,1,1,0
2026-05-08,ICICIBANK,3,2,1
2026-05-08,INFY,3,2,1
2026-05-08,OLAELEC,1,1,0
2026-05-08,RELIANCE,3,2,1
2026-05-08,SUZLON,5,2,3
2026-05-08,TMPV,4,2,2
2026-05-11,ASHOKLEY,3,1,2
2026-05-11,ICICIBANK,3,1,2
2026-05-11,INFY,3,1,2
2026-05-11,OLAELEC,5,2,3
2026-05-11,RELIANCE,1,0,1
2026-05-11,SUZLON,2,1,1
2026-05-12,ICICIBANK,2,1,1
2026-05-12,INFY,1,1,0
2026-05-12,RELIANCE,2,1,1
2026-05-12,SUZLON,2,1,1
2026-05-13,ASHOKLEY,5,2,3
2026-05-13,ICICIBANK,2,1,1
2026-05-13,INFY,3,1,2
2026-05-13,OLAELEC,7,4,3
2026-05-13,RELIANCE,2,1,1
2026-05-13,SUZLON,4,2,2
2026-05-13,TMPV,4,2,2
2026-05-14,ASHOKLEY,1,1,0
2026-05-14,ICICIBANK,4,2,2
2026-05-14,INFY,2,1,1
2026-05-14,OLAELEC,4,2,2
2026-05-14,RELIANCE,6,3,3
2026-05-14,SUZLON,5,3,2
2026-05-14,TMPV,1,1,0
2026-05-15,ASHOKLEY,1,0,1
2026-05-15,ICICIBANK,4,2,2
2026-05-15,INFY,2,1,1
2026-05-15,OLAELEC,5,2,3
2026-05-15,RELIANCE,1,1,0
2026-05-15,SUZLON,5,2,3
2026-05-15,TMPV,1,0,1
2026-05-18,ASHOKLEY,6,3,3
2026-05-18,ICICIBANK,3,2,1
2026-05-18,INFY,1,1,0
2026-05-18,OLAELEC,5,3,2
2026-05-18,RELIANCE,4,2,2
2026-05-18,SUZLON,6,3,3
2026-05-18,TMPV,5,3,2
2026-05-19,ASHOKLEY,3,1,2
2026-05-19,ICICIBANK,3,1,2
2026-05-19,INFY,2,1,1
2026-05-19,OLAELEC,5,2,3
2026-05-19,RELIANCE,1,0,1
2026-05-19,SUZLON,1,0,1
2026-05-19,TMPV,3,1,2
2026-05-20,ASHOKLEY,3,2,1
2026-05-20,ICICIBANK,3,2,1
2026-05-20,INFY,3,1,2
2026-05-20,OLAELEC,3,2,1
2026-05-20,RELIANCE,1,1,0
2026-05-20,SUZLON,1,1,0
2026-05-20,TMPV,2,1,1
2026-05-21,ASHOKLEY,3,1,2
2026-05-21,ICICIBANK,2,1,1
2026-05-21,INFY,2,1,1
2026-05-21,OLAELEC,3,2,1
2026-05-21,RELIANCE,5,2,3
2026-05-21,SUZLON,1,0,1
2026-05-21,TMPV,5,3,2
2026-05-22,ASHOKLEY,1,1,0
2026-05-22,ICICIBANK,1,0,1
2026-05-22,INFY,4,2,2
2026-05-22,OLAELEC,5,2,3
2026-05-22,RELIANCE,2,1,1
2026-05-22,SUZLON,3,2,1
2026-05-22,TMPV,3,1,2
2026-05-25,ASHOKLEY,2,1,1
2026-05-25,ICICIBANK,3,2,1
2026-05-25,INFY,4,2,2
2026-05-25,OLAELEC,5,3,2
2026-05-25,RELIANCE,5,3,2
2026-05-25,SUZLON,3,1,2
2026-05-25,TMPV,1,0,1
2026-05-26,ASHOKLEY,4,2,2
2026-05-26,ICICIBANK,1,0,1
2026-05-26,INFY,2,1,1
2026-05-26,OLAELEC,3,1,2
2026-05-26,RELIANCE,3,1,2
2026-05-26,SUZLON,2,1,1
2026-05-26,TMPV,3,2,1
2026-05-27,ASHOKLEY,2,1,1
2026-05-27,ICICIBANK,2,1,1
2026-05-27,INFY,3,2,1
2026-05-27,OLAELEC,5,3,2
2026-05-27,RELIANCE,6,3,3
2026-05-27,SUZLON,3,2,1
2026-05-29,ASHOKLEY,1,0,1
2026-05-29,ICICIBANK,2,1,1
2026-05-29,INFY,1,0,1
2026-05-29,OLAELEC,1,0,1
2026-05-29,SUZLON,2,1,1
2026-05-29,TMPV,3,1,2
2026-06-01,ASHOKLEY,2,1,1
2026-06-01,INFY,2,1,1
2026-06-01,OLAELEC,2,1,1
2026-06-01,RELIANCE,6,3,3
2026-06-01,SUZLON,1,0,1
2026-06-02,ASHOKLEY,2,1,1
2026-06-02,ICICIBANK,2,1,1
2026-06-02,INFY,7,4,3
2026-06-02,OLAELEC,3,2,1
2026-06-02,RELIANCE,2,1,1
2026-06-02,SUZLON,1,1,0
2026-06-02,TMPV,1,1,0
2026-06-03,ASHOKLEY,1,1,0
2026-06-03,ICICIBANK,1,1,0
2026-06-03,INFY,4,2,2
2026-06-03,OLAELEC,2,1,1
2026-06-03,RELIANCE,2,1,1
2026-06-03,SUZLON,2,1,1
2026-06-03,TMPV,2,1,1
2026-06-04,ASHOKLEY,3,1,2
2026-06-04,ICICIBANK,5,2,3
2026-06-04,INFY,6,3,3
2026-06-04,OLAELEC,3,1,2
2026-06-04,RELIANCE,4,2,2
2026-06-04,SUZLON,4,2,2
2026-06-04,TMPV,4,2,2
2026-06-05,ASHOKLEY,8,4,4
2026-06-05,ICICIBANK,7,4,3
2026-06-05,INFY,2,1,1
2026-06-05,OLAELEC,5,3,2
2026-06-05,RELIANCE,5,2,3
2026-06-05,SUZLON,6,3,3
2026-06-05,TMPV,4,2,2
2026-06-08,ASHOKLEY,2,1,1
2026-06-08,ICICIBANK,3,1,2
2026-06-08,INFY,2,1,1
2026-06-08,OLAELEC,2,1,1
2026-06-08,SUZLON,8,4,4
2026-06-08,TMPV,3,1,2
2026-06-09,ASHOKLEY,1,1,0
2026-06-09,ICICIBANK,3,2,1
2026-06-09,INFY,5,3,2
2026-06-09,OLAELEC,5,2,3
2026-06-09,RELIANCE,3,2,1
2026-06-09,SUZLON,3,2,1
2026-06-09,TMPV,4,2,2
2026-06-10,ASHOKLEY,3,1,2
2026-06-10,ICICIBANK,1,0,1
2026-06-10,INFY,1,0,1
2026-06-10,OLAELEC,4,2,2
2026-06-10,RELIANCE,1,0,1
2026-06-10,SUZLON,5,2,3
2026-06-10,TMPV,2,1,1
2026-06-11,ASHOKLEY,2,1,1
2026-06-11,ICICIBANK,2,1,1
2026-06-11,INFY,2,1,1
2026-06-11,OLAELEC,7,4,3
2026-06-11,RELIANCE,2,1,1
2026-06-11,TMPV,2,1,1
2026-06-12,ASHOKLEY,1,1,0
2026-06-12,ICICIBANK,3,2,1
2026-06-12,INFY,6,3,3
2026-06-12,OLAELEC,3,1,2
2026-06-12,RELIANCE,5,3,2
2026-06-12,SUZLON,3,2,1
2026-06-12,TMPV,5,3,2
2026-06-15,ASHOKLEY,3,1,2
2026-06-15,ICICIBANK,1,0,1
2026-06-15,INFY,3,1,2
2026-06-15,OLAELEC,2,1,1
2026-06-15,RELIANCE,5,2,3
2026-06-15,SUZLON,1,0,1
2026-06-15,TMPV,1,0,1
2026-06-16,ASHOKLEY,4,2,2
2026-06-16,ICICIBANK,11,6,5
2026-06-16,INFY,3,2,1
2026-06-16,OLAELEC,1,1,0
2026-06-16,RELIANCE,2,1,1
2026-06-16,SUZLON,2,1,1
2026-06-16,TMPV,1,1,0
2026-06-17,ASHOKLEY,5,3,2
2026-06-17,ICICIBANK,3,1,2
2026-06-17,INFY,5,2,3
2026-06-17,OLAELEC,5,2,3
2026-06-17,RELIANCE,9,5,4
2026-06-17,SUZLON,3,2,1
2026-06-17,TMPV,1,0,1
2026-06-18,ASHOKLEY,4,2,2
2026-06-18,ICICIBANK,6,3,3
2026-06-18,OLAELEC,4,2,2
2026-06-18,RELIANCE,6,3,3
2026-06-18,SUZLON,3,1,2
2026-06-18,TMPV,1,1,0
2026-06-19,ASHOKLEY,4,2,2
2026-06-19,ICICIBANK,3,2,1
2026-06-19,INFY,1,1,0
2026-06-19,OLAELEC,1,1,0
2026-06-19,RELIANCE,5,2,3
2026-06-19,SUZLON,2,1,1
2026-06-19,TMPV,6,3,3
2026-06-22,ASHOKLEY,8,4,4
2026-06-22,ICICIBANK,3,1,2
2026-06-22,INFY,1,0,1
2026-06-22,OLAELEC,4,2,2
2026-06-22,RELIANCE,2,1,1
2026-06-22,SUZLON,10,5,5
2026-06-22,TMPV,1,0,1
2026-06-23,ASHOKLEY,1,0,1
2026-06-23,ICICIBANK,2,1,1
2026-06-23,INFY,2,1,1
2026-06-23,OLAELEC,4,2,2
2026-06-23,RELIANCE,2,1,1
2026-06-23,SUZLON,4,2,2
2026-06-23,TMPV,1,1,0
2026-06-24,ASHOKLEY,2,1,1
2026-06-24,ICICIBANK,5,3,2
2026-06-24,INFY,3,2,1
2026-06-24,OLAELEC,5,2,3
2026-06-24,RELIANCE,2,1,1
2026-06-24,SUZLON,2,1,1
2026-06-24,TMPV,5,2,3
2026-06-25,ASHOKLEY,1,0,1
2026-06-25,ICICIBANK,1,0,1
2026-06-25,INFY,7,3,4
2026-06-25,OLAELEC,2,1,1
2026-06-25,RELIANCE,4,2,2
2026-06-25,SUZLON,6,3,3
2026-06-25,TMPV,4,2,2
2026-06-29,ASHOKLEY,2,1,1
2026-06-29,ICICIBANK,10,5,5
2026-06-29,INFY,3,2,1
2026-06-29,RELIANCE,1,1,0
2026-06-29,SUZLON,6,3,3
2026-06-30,ASHOKLEY,3,1,2
2026-06-30,ICICIBANK,5,3,2
2026-06-30,INFY,3,1,2
2026-06-30,OLAELEC,2,1,1
2026-06-30,RELIANCE,7,3,4
2026-06-30,SUZLON,2,1,1
2026-06-30,TMPV,2,1,1
2026-07-01,ASHOKLEY,4,2,2
2026-07-01,ICICIBANK,5,2,3
2026-07-01,INFY,2,1,1
2026-07-01,OLAELEC,4,2,2
2026-07-01,RELIANCE,2,1,1
2026-07-01,SUZLON,1,0,1
2026-07-01,TMPV,2,1,1
2026-07-02,ASHOKLEY,3,2,1
2026-07-02,ICICIBANK,3,2,1
2026-07-02,INFY,3,2,1
2026-07-02,OLAELEC,1,1,0
2026-07-02,RELIANCE,4,2,2
2026-07-02,SUZLON,4,2,2
2026-07-02,TMPV,4,2,2
2026-07-03,ASHOKLEY,3,1,2
2026-07-03,ICICIBANK,3,1,2
2026-07-03,INFY,1,0,1
2026-07-03,OLAELEC,5,2,3
2026-07-03,RELIANCE,6,3,3
2026-07-03,SUZLON,1,1,0
2026-07-03,TMPV,3,2,1
2026-07-06,ASHOKLEY,2,1,1
2026-07-06,ICICIBANK,5,3,2
2026-07-06,INFY,3,2,1
2026-07-06,OLAELEC,1,1,0
2026-07-06,RELIANCE,3,2,1
