SYMBOL,Q1,Q2,Q3
ASHOKLEY,1.5550000000000068,2.0,2.980000000000018
ICICIBANK,7.199999999999818,9.700000000000273,12.77499999999975
INFY,11.174999999999955,14.549999999999955,18.625
OLAELEC,0.519999999999996,0.769999999999996,1.2800000000000011
RELIANCE,7.5499999999999545,9.200000000000273,12.899999999999409
SUZLON,0.49500000000000455,0.6099999999999994,0.8299999999999983
TMPV,3.0,4.099999999999909,5.5
