FILTER,SYMBOL,TRADES,TOTAL_PNL,AVG_PNL,PROFIT_FACTOR,WIN_RATE_PCT,AVG_MFE_R,AVG_MAE_R,STOP_LOSS,TARGET,END_OF_DAY
NO_FILTER,ASHOKLEY,255,-81.64161178001268,-0.3201631834510301,0.5996152719379433,37.64705882352941,1.5297525604648456,1.536861201653017,118,57,80
NO_FILTER,ICICIBANK,270,-1063.3669157301756,-3.9383959841858354,0.24919679658926008,26.296296296296294,1.4185982094192489,1.8225868828685277,152,46,72
NO_FILTER,INFY,236,-661.1253442494753,-2.8013785773282853,0.49957781938072787,35.16949152542373,1.3514219418532836,1.2785830623882308,106,51,79
NO_FILTER,OLAELEC,271,-13.843931466360033,-0.05108461795704809,0.8235274283171164,42.066420664206646,1.8448815622471157,1.7693585773326215,130,66,75
NO_FILTER,RELIANCE,295,-1184.0466598698013,-4.013717491084072,0.28894319627321674,25.76271186440678,1.4823044782156138,1.8647111540844548,176,58,61
NO_FILTER,SUZLON,283,-35.867424253057564,-0.12674001502847196,0.5249881488679626,32.86219081272085,1.60368455794675,1.6516474680631903,147,62,74
NO_FILTER,TMPV,269,-261.1822999038375,-0.9709379178581319,0.45152627490367897,31.970260223048324,1.5671394664024494,1.655258266981971,135,59,75
Q1_CLOSEST,ASHOKLEY,64,-22.311400930777594,-0.3486156395433999,0.48313987943320125,39.0625,2.142616251627727,1.95284131747763,35,20,9
Q1_CLOSEST,ICICIBANK,68,-297.9835171191002,-4.3821105458691205,0.14202759111611776,19.11764705882353,1.6213562614022567,2.633677799335013,45,12,11
Q1_CLOSEST,INFY,59,-143.7965622849732,-2.437229869236834,0.4786876660709473,35.59322033898305,1.725459187237044,1.5182049263282176,29,17,13
Q1_CLOSEST,OLAELEC,68,3.3662891172524936,0.049504251724301375,1.342540094727408,54.41176470588235,2.763983058150697,2.2700864509793712,29,28,11
Q1_CLOSEST,RELIANCE,74,-257.65328725065103,-3.4818011790628516,0.2444931552890571,28.37837837837838,1.906807371194845,2.0646620423597613,45,19,10
Q1_CLOSEST,SUZLON,71,-10.525654486335045,-0.1482486547371133,0.3902995523441541,26.76056338028169,1.808487965145766,2.045947073928766,44,19,8
Q1_CLOSEST,TMPV,68,-49.028013117412534,-0.7210001929031256,0.4717540352627079,38.23529411764706,2.1523094622240637,1.8689263340403566,36,19,13
Q1_Q2,ASHOKLEY,128,-45.594104638650094,-0.35620394248945386,0.4993397567392593,35.9375,1.7657540565785057,1.8213964281026809,67,34,27
Q1_Q2,ICICIBANK,135,-579.6060447272242,-4.29337810909055,0.1858329260146362,21.48148148148148,1.5006971073504836,2.157544358252542,88,23,24
Q1_Q2,INFY,118,-330.0834723614237,-2.797317562384946,0.4417995781469035,34.74576271186441,1.5272045549652715,1.35852284411204,56,30,32
Q1_Q2,OLAELEC,136,3.853529573744993,0.02833477627753671,1.1509681411046373,47.05882352941176,2.308151538756263,2.135973230152155,64,47,25
Q1_Q2,RELIANCE,148,-609.064893579601,-4.115303334997304,0.2046857049041571,24.324324324324326,1.8178419817123141,2.15905053774712,92,33,23
Q1_Q2,SUZLON,142,-20.94324191842507,-0.1474876191438385,0.4187928709825462,28.87323943661972,1.7460067856982409,1.9904279058196612,84,34,24
Q1_Q2,TMPV,135,-101.30413108923743,-0.7504009710313884,0.4956462803211728,37.77777777777778,1.9985230919456398,1.8359549504500259,71,37,27
EXCLUDE_Q4_FARTHEST,ASHOKLEY,191,-74.59295210494511,-0.39053901625625714,0.5066797137725679,34.031413612565444,1.683291081379247,1.7270070446850767,100,49,42
EXCLUDE_Q4_FARTHEST,ICICIBANK,202,-810.4283324253745,-4.012021447650369,0.2248590736800748,23.762376237623762,1.4589944644916342,1.9571967853933052,122,36,44
EXCLUDE_Q4_FARTHEST,INFY,177,-534.7955752372503,-3.0214439278940697,0.4418942958255514,35.02824858757062,1.4500729511953683,1.3582331448508076,86,40,51
EXCLUDE_Q4_FARTHEST,OLAELEC,203,-2.255269932765012,-0.0111097041022907,0.9520910767819919,44.33497536945813,2.072657434701692,1.931939972247232,99,59,45
EXCLUDE_Q4_FARTHEST,RELIANCE,221,-952.560524050351,-4.310228615612448,0.22138116998645557,23.52941176470588,1.5972431012642412,2.050432815407334,141,45,35
EXCLUDE_Q4_FARTHEST,SUZLON,212,-28.735354673475044,-0.13554412581827852,0.486229219344871,32.075471698113205,1.7677452571541838,1.807555615944897,120,51,41
EXCLUDE_Q4_FARTHEST,TMPV,202,-175.56822255378742,-0.869149616602908,0.45746229779726694,33.663366336633665,1.7445461538911173,1.7754421520234114,107,48,47
