entry_time,baseline_trades,baseline_pf,baseline_avg_net_r,baseline_total_net_r,filtered_trades,filtered_pf,filtered_avg_net_r,filtered_total_net_r
11:30,18,0.725347371954251,-0.6447142811427496,-11.604857060569493,18,0.725347371954251,-0.6447142811427496,-11.604857060569493
11:35,14,1.8413985354132336,0.3785958226351636,5.30034151689229,14,1.8413985354132336,0.3785958226351636,5.30034151689229
11:40,14,0.2119289855709266,-0.38978929920175037,-5.457050188824505,14,0.2119289855709266,-0.38978929920175037,-5.457050188824505
11:45,16,0.5982413738394354,-0.33783657201256145,-5.405385152200983,15,0.6063125281934966,-0.2708228165983453,-4.062342248975179
11:50,17,0.049479574222169156,-0.4932049246246835,-8.38448371861962,17,0.049479574222169156,-0.4932049246246835,-8.38448371861962
11:55,14,0.5054139727963178,-0.31523250012515597,-4.413255001752184,14,0.5054139727963178,-0.31523250012515597,-4.413255001752184
12:00,13,1.1920411244813334,-0.08768756433434967,-1.1399383363465456,13,1.1920411244813334,-0.08768756433434967,-1.1399383363465456
12:05,18,0.6774180164425185,-0.2077802994648627,-3.740045390367529,18,0.6774180164425185,-0.2077802994648627,-3.740045390367529
12:10,9,0.3125384555940849,-0.2085906225857224,-1.8773156032715015,9,0.3125384555940849,-0.2085906225857224,-1.8773156032715015
12:15,10,0.07349329812719951,-1.0905643199804342,-10.905643199804341,10,0.07349329812719951,-1.0905643199804342,-10.905643199804341
12:20,7,2.7880769031209702,-0.05585580828304149,-0.39099065798129046,7,2.7880769031209702,-0.05585580828304149,-0.39099065798129046
12:25,10,0.580788321645061,-0.24429623116217006,-2.4429623116217005,10,0.580788321645061,-0.24429623116217006,-2.4429623116217005
12:30,10,3.5814338294156696,0.2347090586579474,2.347090586579474,10,3.5814338294156696,0.2347090586579474,2.347090586579474
12:35,12,0.46933142112442683,-0.7169458852055522,-8.603350622466627,12,0.46933142112442683,-0.7169458852055522,-8.603350622466627
12:40,13,0.2846034403601814,-0.2333620354945788,-3.0337064614295244,13,0.2846034403601814,-0.2333620354945788,-3.0337064614295244
12:45,9,0.0213639848040966,-0.5461953860952723,-4.9157584748574505,9,0.0213639848040966,-0.5461953860952723,-4.9157584748574505
12:50,15,2.2658356676839415,-0.11893314458761642,-1.7839971688142462,15,2.2658356676839415,-0.11893314458761642,-1.7839971688142462
12:55,3,0.013970299433880074,-0.3753488076280658,-1.1260464228841973,3,0.013970299433880074,-0.3753488076280658,-1.1260464228841973
13:00,11,3.4547448391981432,0.2353383852918092,2.5887222382099013,10,2.6462547769982656,0.12777177440922544,1.2777177440922545
13:05,11,0.3179749054449264,-0.2204958585319385,-2.4254544438513235,10,0.32518969170504575,-0.11164854284667036,-1.1164854284667036
13:10,3,0.24885077347508475,-0.5813795294085738,-1.7441385882257214,3,0.24885077347508475,-0.5813795294085738,-1.7441385882257214
13:15,11,0.30632988130848343,-0.909762115377501,-10.00738326915251,11,0.30632988130848343,-0.909762115377501,-10.00738326915251
13:20,6,0.0,-1.1078052379691812,-6.646831427815087,6,0.0,-1.1078052379691812,-6.646831427815087
13:25,12,1.919402896616925,0.0874039651115453,1.0488475813385436,12,1.919402896616925,0.0874039651115453,1.0488475813385436
13:30,9,0.8612912121952302,-0.2129240403370809,-1.916316363033728,9,0.8612912121952302,-0.2129240403370809,-1.916316363033728
13:35,6,0.0,-0.9728777181178693,-5.837266308707216,5,0.0,-0.7985043450747729,-3.992521725373864
13:40,4,1.8802401159427213,-0.29043928408688313,-1.1617571363475325,4,1.8802401159427213,-0.29043928408688313,-1.1617571363475325
13:45,5,4.772022760605545,0.21653667747324024,1.0826833873662012,5,4.772022760605545,0.21653667747324024,1.0826833873662012
13:50,7,0.16373409567466216,-0.8282239990089932,-5.797567993062953,6,0.17504604944670107,-0.939872376621608,-5.6392342597296485
13:55,6,0.5054382049803801,-0.13931107463694023,-0.8358664478216414,6,0.5054382049803801,-0.13931107463694023,-0.8358664478216414
14:00,9,0.14058752744726327,-0.6668056281319764,-6.001250653187788,8,0.1369303069940618,-0.7940838859247877,-6.352671087398302
14:05,7,0.9327028382007091,0.0316171228073774,0.2213198596516418,7,0.9327028382007091,0.0316171228073774,0.2213198596516418
14:10,14,0.3894915798194623,-0.23274694172102978,-3.258457184094417,13,0.37202770470054136,-0.3767465628790579,-4.897705317427753
14:15,10,0.7396511855835773,-0.12609176530328337,-1.2609176530328337,9,1.1983815382140965,0.09584029705530643,0.8625626734977578
14:20,14,0.15948017599259234,-0.1938666850432996,-2.7141335906061945,14,0.15948017599259234,-0.1938666850432996,-2.7141335906061945
14:25,13,0.2926623290213121,-0.741808338502487,-9.64350840053233,11,0.3984658720769185,-0.6846092699779001,-7.530701969756901
14:30,7,2.9827146761270686,-0.23133444226229027,-1.619341095836032,7,2.9827146761270686,-0.23133444226229027,-1.619341095836032
14:35,8,0.5007984372150335,0.0542179733623859,0.4337437868990872,8,0.5007984372150335,0.0542179733623859,0.4337437868990872
14:40,9,0.5111626533862182,-0.14493724126740407,-1.3044351714066367,7,0.22710131256840976,-0.3237306358526392,-2.2661144509684745
14:45,12,0.09254940652515681,-0.5840272457816053,-7.0083269493792635,10,0.008424247644671614,-0.7201448559169472,-7.201448559169473
14:50,10,0.07819176644189153,-0.7611672630645703,-7.611672630645703,10,0.07819176644189153,-0.7611672630645703,-7.611672630645703
14:55,9,0.024299212546597167,-0.7302131886716734,-6.57191869804506,9,0.024299212546597167,-0.7302131886716734,-6.57191869804506
15:00,11,0.00554009375355874,-0.6702936158855631,-7.373229774741194,10,0.006215855812285638,-0.6372211398117853,-6.372211398117853
15:05,13,0.012883129156751664,-0.6429068607493249,-8.357789189741224,12,0.013168611574429397,-0.6487719779329816,-7.7852637351957785
15:10,20,0.01160634776063173,-0.5852143987389653,-11.704287974779307,17,0.0004956692843694246,-0.6602701079918154,-11.224591835860862
15:15,8,0.0031386936755232755,-0.5479247201346501,-4.383397761077201,7,0.0031760443425477114,-0.4859181028944075,-3.4014267202608526
15:20,7,0.007760595539161379,-0.3885056379640894,-2.7195394657486256,4,0.004129028536199863,-0.5825000590851608,-2.330000236340643
15:25,15,0.14874130921215745,-0.5887406868850499,-8.831110303275748,13,0.1728523695079847,-0.477656295599074,-6.209531842787962
