SYMBOL,SL_MODE,TARGET_R,FROZEN_ENTRIES,VALID_ENTRIES,INVALID_RISK_ENTRIES,TRADES,STOP_LOSS,TARGET,END_OF_DAY,WIN_RATE_PCT,TOTAL_PNL,AVG_PNL,PROFIT_FACTOR,MAX_DRAWDOWN,AVG_MFE_R,P90_MFE_R,AVG_MAE_R,P90_MAE_R
TMPV,ORB,2.0,270,270,0,270,57,16,197,33.7037037037037,-302.5941167813624,-1.120718951042083,0.49284374799613584,316.82063053859986,0.6575640814515827,1.5164959559325402,0.6851377201112905,1.5026132213407257
TMPV,ORB_50,2.0,270,269,1,269,135,59,75,31.970260223048324,-261.1822999038374,-0.9709379178581317,0.451526274903679,266.1068553519375,1.5671394664024494,3.3399161990950472,1.655258266981971,3.441066959122721
TMPV,VWAP_MIDDLE,2.0,270,269,1,269,150,51,68,30.483271375464682,-307.54747870714,-1.1432991773499628,0.36518097712921255,309.23204650379085,2.062376314954606,4.229878936691319,2.2998042491461868,4.094535326967154
TMPV,ORB,2.25,270,270,0,270,57,12,201,33.7037037037037,-297.45365628388134,-1.1016802084588198,0.5014593043962627,311.59243678933126,0.6575640814515827,1.5164959559325402,0.6851377201112905,1.5026132213407257
TMPV,ORB_50,2.25,270,269,1,269,136,52,81,30.855018587360593,-249.24715267852477,-0.9265693408123598,0.4811934007290394,255.0219335516247,1.5671394664024494,3.3399161990950472,1.655258266981971,3.441066959122721
TMPV,VWAP_MIDDLE,2.25,270,269,1,269,152,47,70,29.739776951672862,-301.64129376020253,-1.1213430994803069,0.38581963992540436,303.80591700660995,2.062376314954606,4.229878936691319,2.2998042491461868,4.094535326967154
TMPV,ORB,2.5,270,270,0,270,57,9,204,33.7037037037037,-298.63934810769365,-1.1060716596581246,0.4994720515448441,314.8550196327936,0.6575640814515827,1.5164959559325402,0.6851377201112905,1.5026132213407257
TMPV,ORB_50,2.5,270,269,1,269,136,39,94,30.111524163568777,-256.0126688096244,-0.9517199584000907,0.4677809355085767,262.63767510772425,1.5671394664024494,3.3399161990950472,1.655258266981971,3.441066959122721
TMPV,VWAP_MIDDLE,2.5,270,269,1,269,154,40,75,28.99628252788104,-296.17584104766337,-1.1010254314039531,0.4018090134985656,298.82051974382733,2.062376314954606,4.229878936691319,2.2998042491461868,4.094535326967154
TMPV,ORB,2.75,270,270,0,270,57,7,206,33.7037037037037,-293.79777287784367,-1.088139899547569,0.5075866678284767,312.0903354225937,0.6575640814515827,1.5164959559325402,0.6851377201112905,1.5026132213407257
TMPV,ORB_50,2.75,270,269,1,269,137,34,98,29.36802973977695,-252.84050101346216,-0.9399275130611976,0.47735669839257927,260.3157327365621,1.5671394664024494,3.3399161990950472,1.655258266981971,3.441066959122721
