entry_time,baseline_trades,baseline_pf,baseline_avg_net_r,baseline_total_net_r,filtered_trades,filtered_pf,filtered_avg_net_r,filtered_total_net_r
13:35,6,0.022836209989811018,-0.2708965285876069,-1.6253791715256412,5,0.0,-0.4221543706285905,-2.1107718531429525
13:40,4,1.091794918861089,-0.3222857219988467,-1.2891428879953868,4,1.091794918861089,-0.3222857219988467,-1.2891428879953868
13:45,5,4.772022760605545,0.08846154337886318,0.4423077168943159,5,4.772022760605545,0.08846154337886318,0.4423077168943159
13:50,7,0.13616573401373902,-0.6141262251757732,-4.298883576230413,6,0.1438991663844643,-0.7054870301512371,-4.232922180907423
13:55,6,0.5054382049803801,-0.059438241773244166,-0.356629450639465,6,0.5054382049803801,-0.059438241773244166,-0.356629450639465
14:00,9,0.11438371293290756,-0.2602642152256612,-2.3423779370309505,8,0.11140815413301135,-0.29901363310582224,-2.392109064846578
14:05,7,0.684576166922871,-0.175043133264614,-1.2253019328522978,7,0.684576166922871,-0.175043133264614,-1.2253019328522978
14:10,14,0.3971996680074585,-0.14265691208786227,-1.9971967692300716,13,0.3807995786778859,-0.18656214183016648,-2.4253078437921642
14:15,10,0.8762360576943347,0.014014365596416948,0.14014365596416947,9,0.9939532671336933,0.029015875376602426,0.26114287838942185
14:20,14,0.1517659545603221,-0.09001326161464047,-1.2601856626049666,14,0.1517659545603221,-0.09001326161464047,-1.2601856626049666
14:25,13,0.4482886717738166,-0.23691380551028723,-3.079879471633734,11,0.7159272757717838,-0.22283462433190585,-2.4511808676509643
14:30,7,1.8298573555389608,-0.2106244876526135,-1.4743714135682944,7,1.8298573555389608,-0.2106244876526135,-1.4743714135682944
14:35,8,0.18660213806389972,-0.1701047951052397,-1.3608383608419177,8,0.18660213806389972,-0.1701047951052397,-1.3608383608419177
14:40,9,0.41595369328840776,-0.11476003639534829,-1.0328403275581346,7,0.18480150904550027,-0.18309648561837458,-1.281675399328622
14:45,12,0.12256152275348713,-0.24494547110545176,-2.939345653265421,10,0.009455663913933198,-0.26643177284568065,-2.6643177284568065
14:50,10,0.08375780717468491,-0.3234696932373603,-3.2346969323736032,10,0.08375780717468491,-0.3234696932373603,-3.2346969323736032
14:55,9,0.0338117766047106,-0.2074847481387925,-1.8673627332491325,9,0.0338117766047106,-0.2074847481387925,-1.8673627332491325
15:00,11,0.00467608747699753,-0.3371060982066378,-3.7081670802730153,10,0.005148521200165423,-0.325850739471458,-3.25850739471458
15:05,13,0.01321955314416088,-0.25685049093905443,-3.339056382207708,12,0.013520314183138654,-0.2689856239853416,-3.2278274878240993
15:10,20,0.009435084583429898,-0.23534938585360843,-4.706987717072169,17,0.0005075571738066491,-0.2707666528734407,-4.603033098848492
15:15,8,0.002354729765159674,-0.2930129781264415,-2.344103825011532,7,0.0023756898817507395,-0.2879259004777513,-2.015481303344259
15:20,7,0.007183205850577558,-0.18689845710222727,-1.308289199715591,4,0.0037995689111506694,-0.29844715998390864,-1.1937886399356346
15:25,15,0.19634258122041517,-0.20244335211432765,-3.036650281714915,13,0.10534194625570241,-0.24238811932901366,-3.1510455512771776
